onset,offset,role
0,12,mel
12,20,rhythm
20,28,mel+harm
28,32,rhythm+harm
32,36,rhythm
36,64,rhythm+harm
64,68,rhythm
68,96,rhythm+harm
96,100,rhythm
100,131,mel
131,164,rhythm+harm
164,172,rhythm
172,196,rhythm+harm
196,212,rhythm
212,228,rhythm+harm
228,236,harm
236,244,rhythm
332,356,mel
356,364,harm
364,396,rhythm
396,412,rhythm
412,420,rhythm
420,436,mel
452,468,mel
468,478,harm
501,508,mel
508,572,harm
572,576,mel
580,584,mel
588,592,mel
596,600,mel
604,605,rhythm+harm
608,613,mel
613,630,harm
631,634,rhythm
636,654,harm
655,658,rhythm
660,684,harm
684,700,rhythm
700,708,rhythm+harm
708,724,rhythm
724,732,rhythm+harm
732,756,mel
756,772,mel
772,780,rhythm
780,788,rhythm+harm
788,796,rhythm
796,836,rhythm
836,852,rhythm+harm
880,904,rhythm+harm
904,966,rhythm
968,992,mel
992,1000,harm
1000,1032,harm
1032,1048,harm
1048,1065,harm
1096,1112,mel
1112,1020,harm
1120,1144,rhythm+harm
1144,1152,mel+rhythm
1152,1176,harm
1184,1192,rhythm
1192,1216,rhythm+harm
1216,1248,rhythm
1248,1281,harm
1320,1344,harm
1344,1356,rhythm
1356,1373,mel+rhythm
1376,1389,rhythm
