onset,offset,role
28,32,rhythm+harm
32,36,harm
36,100,rhythm+harm
132,164,rhythm+harm
164,172,rhythm
172,196,rhythm+harm
212,236,rhythm+harm
236,244,rhythm
364,372,harm
372,380,rhythm+harm
380,388,harm
388,396,rhythm+harm
412,418,harm
418,420,rhythm
420,436,harm
524,541,mel
556,572,mel
572,576,harm
580,584,harm
588,604,harm
604,605,rhythm+harm
628,642,harm
700,708,harm
724,732,harm
756,772,harm
772,780,rhythm+harm
780,788,rhythm+harm
788,812,mel
812,836,harm
836,852,rhythm+harm
852,868,mel
922,933,mel
968,1000,harm
984,1000,harm
1065,1077,mel
1080,1097,mel+rhythm
1112,1120,mel
1120,1145,mel
1145,1152,rhythm
1152,1168,harm
1168,1192,rhythm+harm
1192,1216,rhythm+harm
1216,1233,harm
1280,1301,mel
1312,1320,rhythm+harm
1320,1328,harm
1328,1344,mel
1344,1356,rhythm
1356,1373,rhythm
1376,1392,rhythm
