onset,offset,role
0,12,mel
12,20,mel+rhythm
20,28,mel+harm
28,32,rhythm+harm
32,36,rhythm+harm
36,64,rhythm+harm
64,68,mel+rhythm
68,96,rhythm+harm
96,100,mel+rhythm
100,131,mel
131,172,rhythm
172,196,mel
196,213,rhythm
213,243,mel
243,252,rhythm
260,332,harm
332,364,rhythm+harm
364,396,rhythm+harm
396,412,rhythm
412,420,rhythm
420,436,mel+rhythm
452,468,mel+harm
468,484,harm
484,509,harm
510,520,mel+rhythm
520,540,rhythm+harm
540,552,mel+rhythm
552,572,rhythm+harm
572,576,rhythm
580,584,rhythm
588,592,rhythm
596,600,rhythm
604,605,rhythm+harm
686,700,mel
700,708,rhythm+harm
710,724,mel
724,732,rhythm+harm
732,756,mel
756,772,rhythm
772,780,rhythm+harm
780,788,mel
788,796,rhythm
796,828,mel+rhythm
828,836,rhythm
836,852,rhythm+harm
868,904,harm
904,968,harm
968,1000,rhythm+harm
1032,1048,harm
1048,1064,harm
1064,1081,mel+rhythm
1096,1020,harm
1120,1152,mel+rhythm
1152,1160,harm
1160,1168,mel+rhythm
1168,1176,mel
1176,1192,mel+rhythm
1192,1216,rhythm+harm
1216,1224,harm
1224,1248,rhythm+harm
1267,1269,rhythm
1296,1304,mel+rhythm
1304,1312,mel
1312,1320,rhythm+harm
1320,1344,harm
1344,1356,rhythm
1356,1373,rhythm
1376,1389,rhythm+harm
