onset,offset,role
28,40,mel
36,100,rhythm+harm
131,152,mel
152,164,rhythm+harm
164,172,rhythm
172,196,rhythm+harm
196,212,mel
212,236,rhythm+harm
236,244,rhythm
244,256,rhythm
256,264,harm
310,320,mel
356,364,mel+harm
364,396,mel
396,412,mel
412,420,mel
436,452,mel
452,469,harm
510,524,mel
524,541,harm
542,556,mel
556,573,harm
576,580,rhythm
584,588,rhythm
592,596,rhythm
600,605,rhythm
620,636,mel
636,642,harm
644,660,mel
660,666,harm
668,680,mel
684,700,rhythm
700,708,harm
708,724,rhythm
724,732,harm
732,744,rhythm
744,756,mel+rhythm
756,772,harm
772,780,rhythm+harm
780,788,rhythm+harm
788,796,harm
796,812,rhythm
812,836,harm
836,852,rhythm+harm
915,919,mel
931,935,mel
943,947,mel
955,959,mel
968,1000,mel
1000,1032,mel
1032,1048,mel
1048,1052,rhythm
1052,1056,harm
1056,1060,rhythm
1060,1065,harm
1072,1076,mel
1096,1120,harm
1120,1144,rhythm
1144,1152,rhythm
1152,1168,harm
1168,1184,rhythm+harm
1184,1192,mel+rhythm
1192,1216,rhythm+harm
1216,1225,harm
1255,1257,rhythm
1304,1328,mel
1328,1344,harm
1344,1356,mel+rhythm
1356,1373,rhythm
1376,1392,rhythm
