onset,offset,role
75,82,harm
83,124,rhythm+harm
156,167,harm
167,189,rhythm+harm
193,198,harm
198,214,mel
214,226,rhythm
226,230,rhythm+harm
230,262,rhythm
262,266,harm
270,276,rhythm+harm
276,312,harm
316,339,mel+harm
352,399,mel
402,403,rhythm
406,414,rhythm
414,450,harm
450,463,rhythm+harm
466,502,harm
514,589,rhythm
589,664,harm
664,704,rhythm
719,737,harm
751,758,mel+harm
759,764,harm
767,772,harm
775,937,rhythm
948,949,rhythm
956,971,rhythm
974,991,harm
992,1053,rhythm+harm
1055,1071,rhythm
1071,1089,rhythm+harm
1089,1128,rhythm
1128,1224,mel+harm
1224,1270,rhythm
1270,1290,mel+harm
1298,1306,mel+harm
1314,1324,mel+harm
1361,1425,rhythm
