onset,offset,role
44,59.5,harm
152,156.0,rhythm+harm
200,213.0,harm
232,245.0,rhythm+harm
266,270.0,harm
274,286.0,mel
286,288.0,harm
288,290.0,mel
290,304.0,harm
354,399.0,harm
479,502.0,mel
514,566.0,rhythm
566,608.0,harm
638,639.0,harm
653,655.0,mel+harm
656,671.0,rhythm+harm
672,677.0,mel+harm
696,702.0,rhythm+harm
710,711.0,harm
728,734.0,rhythm+harm
753,786.0,harm
817,832.0,mel+harm
833,840.0,rhythm+harm
850,858.0,harm
858,866.0,harm
866,880.0,harm
880,898.0,rhythm
910,962.0,rhythm
962,966.0,harm
966,973.0,rhythm
973,990.0,rhythm+harm
990,1002.0,mel+harm
1002,1029.0,rhythm+harm
1029,1066.0,rhythm
1070,1075.0,harm
1075,1198.0,rhythm+harm
1198,1214.0,rhythm
1218,1280.0,rhythm+harm
1300,1310.5,rhythm+harm
1340,1354.0,rhythm+harm
1378,1394.0,mel
