onset,offset,role
47,52.0,mel
172,182.0,mel
202,206.0,harm
211,216.0,harm
216,220.0,rhythm
220,232.0,rhythm+harm
232,244.0,mel
243,262.0,rhythm+harm
260,274.0,mel+harm
278,292.0,mel
292,304.0,harm
414,430.0,mel
447,464.0,mel
479,514.0,mel
520,564.0,rhythm
564,608.0,harm
638,639.0,harm
640,677.0,mel+harm
685,691.0,rhythm
694,702.0,rhythm+harm
706,707.0,rhythm
710,715.0,harm
715,718.0,mel
717,723.0,rhythm
727,737.0,rhythm+harm
737,754.0,mel+harm
754,784.0,mel
816,818.0,harm
833,850.0,rhythm+harm
850,868.5,harm
948,966.0,harm
966,972.0,rhythm
972,980.0,mel+harm
980,986.0,rhythm+harm
990,1014.0,mel+harm
1014,1033.0,rhythm+harm
1033,1041.0,harm
1041,1063.0,rhythm
1064,1076.0,mel+harm
1076,1102.0,rhythm+harm
1118,1126.0,rhythm+harm
1126,1133.0,mel+harm
1133,1167.0,rhythm+harm
1190,1198.0,rhythm+harm
1218,1240.0,rhythm+harm
1240,1248.0,mel+harm
1248,1293.0,rhythm+harm
1354,1374.0,rhythm+harm
