onset,offset,role
265,330,harm
414,419,harm
446,456,harm
532,542,harm
548,558,harm
638,639,harm
654,655,harm
670,678,rhythm+harm
690,694,rhythm+harm
706,711,rhythm+harm
722,726,rhythm+harm
753,786,harm
801,818,harm
817,831,rhythm+harm
831,850,rhythm
850,911,harm
948,970,harm
966,990,rhythm+harm
1037,1043,rhythm
1043,1063,rhythm+harm
1064,1075,harm
1078,1090,rhythm
1117,1137,rhythm+harm
1137,1198,mel+harm
1218,1238,rhythm
1238,1248,rhythm+harm
1248,1280,rhythm
1338,1354,rhythm+harm
1394,1411,mel
