onset,offset,role
109,112,rhythm+harm
252,260,rhythm+harm
260,273,harm
273,286,mel
286,288,harm
288,290,mel
290,315,harm
476,500,harm
518,564,rhythm
636,654,mel
654,674,harm
674,677,rhythm
701,707,rhythm
725,754,mel+harm
754,784,mel
784,794,rhythm
817,833,mel+harm
833,850,rhythm+harm
850,879,harm
880,887,rhythm
954,976,mel+harm
977,978,rhythm+harm
978,980,mel+harm
981,990,rhythm+harm
990,1002,mel+harm
1002,1033,rhythm+harm
1033,1045,harm
1045,1063,rhythm+harm
1063,1186,rhythm
1186,1198,mel+harm
1198,1238,rhythm
1238,1264,rhythm+harm
1280,1298,rhythm
1298,1336,rhythm+harm
1354,1382,rhythm+harm
