onset,offset,role
116,153.0,mel
164,201.0,mel+harm
204,209.0,mel+harm
214,228.0,mel+harm
228,236.0,mel+harm
236,242.0,mel+harm
262,266.0,mel+harm
270,276.0,mel+harm
276,290.0,mel+harm
290,318.0,rhythm+harm
352,398.0,mel
398,427.0,rhythm+harm
427,432.0,mel
432,451.0,rhythm+harm
457,465.0,mel
465,474.0,rhythm+harm
474,491.0,rhythm
498,503.0,rhythm+harm
516,564.0,mel+rhythm
564,609.0,mel
610,625.0,harm
638,639.0,mel
640,695.0,rhythm+harm
709,741.0,rhythm+harm
741,749.0,rhythm+harm
749,788.5,rhythm
811,817.0,harm
823,826.0,mel+harm
831,911.0,mel+harm
917,920.0,mel+harm
925,928.0,mel+harm
933,1060.0,mel+harm
1060,1075.0,rhythm
1074,1077.0,rhythm+harm
1077,1091.0,rhythm
1091,1110.0,rhythm+harm
1110,1198.0,mel+harm
1216,1298.0,mel+harm
1335,1383.0,rhythm
