onset,offset,role
3,45.0,mel
55,59.0,harm
109,112.0,rhythm+harm
166,170.0,harm
182,186.0,mel
196,210.0,mel
228,235.0,harm
235,243.0,mel
243,245.0,harm
252,260.0,rhythm+harm
260,273.0,harm
273,286.0,mel
286,288.0,harm
288,290.0,mel
290,315.0,harm
354,399.0,harm
402,418.0,mel
434,450.0,mel
448,464.0,harm
464,480.0,mel
476,500.0,harm
500,513.5,mel
518,564.0,rhythm
564,608.0,harm
636,654.0,mel
654,674.0,harm
674,677.0,rhythm
701,707.0,rhythm
716,718.0,harm
725,754.0,mel+harm
754,784.0,mel
784,794.0,rhythm
817,833.0,mel+harm
833,850.0,rhythm+harm
850,879.0,harm
880,887.0,rhythm
954,976.0,mel+harm
977,978.0,rhythm+harm
978,980.0,mel+harm
981,990.0,rhythm+harm
990,1002.0,mel+harm
1002,1033.0,rhythm+harm
1033,1045.0,harm
1045,1063.0,rhythm+harm
1063,1186.0,rhythm
1186,1198.0,mel+harm
1198,1238.0,rhythm
1238,1264.0,rhythm+harm
1272,1280.0,mel+harm
1280,1298.0,rhythm
1298,1336.0,rhythm+harm
1354,1382.0,rhythm+harm
