onset,offset,role
47.0,52.0,harm
55.0,59.0,mel
91.0,98.0,harm
99.0,107.0,rhythm+harm
109.0,112.0,mel
117.0,143.0,rhythm+harm
172.5,197.0,mel
212.0,228.0,mel+harm
235.0,237.0,harm
243.0,292.0,mel+harm
292.0,315.0,harm
356.0,394.5,harm
418.0,423.0,mel
430.0,478.0,mel
448.0,454.5,mel
462.0,476.5,mel
480.0,502.0,harm
502.0,514.0,mel
514.0,564.0,rhythm
564.0,595.0,harm
608.0,638.0,mel+harm
638.0,639.0,harm
640.0,678.0,rhythm+harm
685.0,691.0,rhythm
695.0,701.0,rhythm+harm
701.0,707.0,rhythm
712.0,713.5,rhythm
715.0,718.0,mel
717.0,723.0,rhythm
727.0,733.0,rhythm+harm
737.0,750.0,harm
750.0,791.0,rhythm
816.0,818.0,harm
833.0,840.0,rhythm+harm
850.0,878.0,harm
878.0,889.0,rhythm
948.0,1015.0,mel+harm
1015.0,1030.0,rhythm+harm
1033.0,1037.0,harm
1037.0,1060.0,mel+harm
1061.0,1075.0,mel+harm
1075.0,1102.0,rhythm+harm
1118.0,1126.0,rhythm+harm
1126.0,1133.0,mel+harm
1133.0,1182.5,rhythm+harm
1190.0,1198.0,rhythm+harm
1198.0,1211.0,rhythm
1219.0,1244.0,rhythm+harm
1244.0,1264.0,mel+harm
1264.0,1295.0,rhythm+harm
1296.0,1336.0,mel+harm
1354.0,1378.0,rhythm+harm
