onset,offset,role
156,160,rhythm+harm
200,213,harm
232,245,rhythm+harm
266,270,harm
274,286,mel
286,288,harm
288,290,mel
290,304,harm
354,399,harm
514,592,rthythm
592,634,harm
664,665,harm
666,677,rhythm+harm
679,681,mel+harm
698,703,mel+harm
722,728,rhythm+harm
727,733,rthythm
754,760,rhythm+harm
779,812,harm
843,848,mel+harm
851,856,rhythm+harm
859,866,rhythm+harm
880,884,harm
888,892,harm
906,924,rthythm
944,988,rthythm
988,992,harm
992,999,rthythm
999,1016,rhythm+harm
1016,1028,rhythm+harm
1028,1055,rhythm+harm
1055,1092,rthythm
1096,1101,harm
1101,1224,rhythm+harm
1224,1240,rthythm
1244,1362,rhythm+harm
1404,1420,rhythm+harm
