onset,offset,role
264,278,mel+harm
278,292,mel
292,302,harm
424,432,harm
456,462,harm
532,539,harm
544,546,harm
548,555,harm
560,562,harm
564,580,harm
638,639,mel
654,655,mel
670,677,rhythm+harm
690,694,rhythm+harm
706,710,rhythm+harm
722,726,rhythm+harm
754,786,mel
801,814,harm
817,832,mel+harm
832,850,rhythm+harm
948,966,harm
966,973,rhythm
973,976,rhythm+harm
977,980,mel+harm
981,988,rhythm+harm
1034,1041,harm
1041,1063,rhythm
1064,1091,mel+harm
1126,1182,rhythm+harm
1238,1264,rhythm+harm
1338,1354,mel
