onset,offset,role
5,7,rhythm+harm
28,35,harm
36,43,rhythm+harm
53,63,mel
69,76,mel
76,92,harm
92,116,rhythm
116,124,mel
124,129,rhythm+harm
228,248,harm
256,266,harm
266,273,mel
273,290,harm
312,340,rhythm
340,348,harm
348,352,rhythm
352,356,rhythm+harm
367,377,mel
383,390,mel
390,406,harm
406,430,rhythm
430,438,mel
438,443,rhythm+harm
542,562,harm
570,580,harm
580,587,mel
587,604,harm
626,654,rhythm
654,662,harm
662,666,rhythm
666,668,rhythm+harm
714,730,rhythm
730,738,harm
738,746,mel
746,754,harm
754,762,mel
762,771,rhythm
778,786,mel
786,794,rhythm
794,802,mel
802,810,rhythm
810,827,rhythm+harm
865,875,mel
888,904,harm
904,910,rhythm+harm
984,1005,rhythm
1020,1029,mel
1068,1080,rhythm
1080,1092,rhythm+harm
1092,1096,rhythm
1096,1120,harm
1120,1128,rhythm+harm
1128,1136,harm
1136,1176,rhythm+harm
1176,1180,mel
1180,1184,rhythm
1184,1192,harm
1192,1200,harm
1200,1209,rhythm+harm
