onset,offset,role
6,9,mel
18,24,rhythm+harm
30,32,mel
34,36,mel
36,40,rhythm+harm
40,44,mel
46,54,mel
76,92,harm
104,116,rhythm
116,124,mel
124,146,rhythm+harm
148,150,rhythm+harm
180,196,rhythm
238,248,harm
344,348,mel
348,352,rhythm
352,356,rhythm+harm
360,368,mel
390,406,harm
418,430,rhythm
430,438,mel
438,460,rhythm+harm
462,464,rhythm+harm
494,510,rhythm
552,562,harm
658,662,mel
662,666,rhythm
666,668,rhythm+harm
668,671,harm
676,683,harm
738,747,harm
754,762,harm
762,771,rhythm+harm
778,786,harm
794,802,harm
810,826,rhythm+harm
826,843,harm
858,866,mel
888,904,harm
904,910,rhythm+harm
996,1004,harm
1096,1104,mel
1104,1120,harm
1120,1128,rhythm+harm
1128,1136,harm
1136,1180,rhythm+harm
1180,1184,rhythm
1184,1200,harm
1200,1210,rhythm+harm
