onset,offset,role
10,17.0,mel
18,24.0,rhythm+harm
28,35.0,mel
36,43.0,rhythm+harm
69,77.0,mel
104,112.0,harm
112,116.0,rhythm+harm
116,124.0,harm
124,129.0,rhythm+harm
172,180.0,harm
180,196.0,mel
196,248.0,harm
248,256.0,rhythm
256,264.0,mel
264,272.0,rhythm
272,290.0,mel
296,312.0,mel
340,344.0,harm
344,348.0,mel
348,352.0,rhythm
352,356.0,rhythm+harm
383,391.0,mel
418,426.0,harm
426,430.0,rhythm+harm
430,438.0,harm
438,443.0,rhythm+harm
486,494.0,harm
494,510.0,mel
510,562.0,harm
562,570.0,rhythm
570,578.0,mel
578,586.0,rhythm
586,604.0,mel
610,626.0,mel
654,658.0,harm
658,662.0,mel
662,666.0,rhythm
666,668.0,rhythm+harm
698,705.5,mel
738,747.0,harm
754,762.0,harm
762,770.0,rhythm+harm
778,786.0,harm
786,794.0,rhythm
794,802.0,harm
802,810.0,rhythm
810,818.0,mel
818,827.0,rhythm+harm
881,889.0,mel
952,968.0,mel
968,976.0,harm
976,977.0,rhythm+harm
995,1012.0,rhythm
1012,1020.0,mel
1020,1028.0,rhythm
1028,1040.0,mel
1096,1120.0,harm
1120,1128.0,rhythm+harm
1128,1136.0,harm
1136,1176.0,rhythm+harm
1176,1180.0,mel
1180,1184.0,rhythm
1184,1192.0,harm
1192,1200.0,rhythm
1200,1209.0,rhythm+harm
