onset,offset,role
17,25.0,mel
30,36.0,rhythm+harm
36,40.0,mel
40,62.0,rhythm
69,76.0,rhythm
76,92.0,mel
92,100.0,rhythm
100,116.0,mel+rhythm
116,124.0,rhythm
124,128.0,mel
128,150.0,rhythm
152,172.0,mel
172,196.0,rhythm
196,220.0,mel
220,228.0,rhythm
228,248.0,mel
248,256.0,rhythm
256,264.0,mel
264,272.0,rhythm
272,296.0,mel
296,312.0,harm
312,340.0,mel
340,352.0,rhythn
352,354.0,rhythm+harm
354,376.0,rhythm
383,390.0,rhythm
390,406.0,mel
406,414.0,rhythm
414,430.0,mel+rhythm
430,438.0,rhythm
438,442.0,mel
442,464.0,rhythm
466,486.0,mel
486,510.0,rhythm
510,534.0,mel
534,542.0,rhythm
542,562.0,mel
562,570.0,rhythm
570,578.0,mel
578,586.0,rhythm
586,610.0,mel
610,626.0,harm
626,654.0,mel
654,666.0,rhythn
666,682.0,mel
682,690.0,rhythm
690,698.0,rhythm+harm
698,706.0,harm
706,714.0,mel
714,770.0,rhythm
770,778.0,mel
778,786.0,rhythm
786,794.0,mel
794,802.0,rhythm
802,827.0,mel
829,830.5,mel
842,873.0,rhythm
881,888.0,rhythm
888,936.0,mel
936,968.0,harm
968,976.0,mel
976,984.0,rhythm
984,1004.0,mel
1004,1012.0,rhythm
1012,1020.0,mel
1020,1028.0,rhythm
1028,1052.0,mel
1052,1068.0,harm
1068,1096.0,mel
1096,1120.0,rhythm
1120,1128.0,mel
1128,1136.0,mel+rhythm
1136,1152.0,mel
1152,1168.0,mel+rhythm
1168,1184.0,mel
1184,1200.0,rhythm
1200,1209.0,rhythm+harm
