onset,offset,role
27,32,harm
31,40,mel
40,46,rhythm+harm
46,54,rhythm+harm
54,61,mel
61,68,rhythm+harm
68,100,harm
99,124,mel
124,134,mel+harm
134,140,mel
140,146,rhythm+harm
146,159,mel
174,184,mel+harm
185,188,mel
188,190,rhythm+harm
190,202,mel
202,206,rhythm+harm
206,210,harm
210,214,rhythm+harm
229,231,rhythm+harm
258,262,rhythm
262,275,rhythm+harm
275,290,mel
290,294,mel+harm
294,298,rhythm+harm
298,320,mel
354,374,harm
374,382,mel
382,394,mel+harm
394,398,rhythm
402,406,rhythm
410,418,mel
418,422,mel
425,430,mel+harm
430,435,mel
462,470,mel+rhythm
470,478,mel
478,498,rhythm
497,504,mel
532,540,rhythm
547,549,mel+harm
588,592,mel
592,600,mel
600,632,harm
632,636,mel
636,640,harm
640,644,mel
644,656,rhythm+harm
656,677,mel
712,716,mel+harm
718,722,mel
722,724,rhythm+harm
727,740,mel
740,744,harm
744,748,mel
748,760,harm
760,764,mel
796,800,rhythm
800,813,rhythm+harm
813,832,mel+harm
832,836,rhythm
836,852,mel
852,904,rhythm+harm
904,910,mel
910,912,rhythm+harm
916,924,mel
924,937,mel
988,994,mel
994,996,rhythm+harm
1002,1006,mel
1006,1008,rhythm+harm
1008,1016,mel+harm
1026,1034,mel+harm
1035,1040,mel
1040,1044,mel+harm
1044,1052,mel
1052,1060,rhythm+harm
1060,1076,rhythm+harm
1076,1094,mel
