onset,offset,role
0,21,mel
51,71,mel
72,74,mel+rhythm
86,88,mel+rhythm
88,105,harm
140,158,mel
179,188,mel+harm
223,240,mel
240,250,rhythm
261,263,mel+rhythm
269,272,rhythm+harm
560,672,mel
672,680,harm
680,684,mel
684,698,harm
698,708,mel
708,712,rhythm
712,716,mel
727,732,mel
732,736,rhythm+harm
738,760,mel
801,804,rhythm+harm
815,817,rhythm+harm
822,823,rhythm+harm
847,902,rhythm
901,919,rhythm
919,925,mel
925,935,rhythm
935,950,rhythm+harm
1015,1046,mel
1046,1062,mel
1061,1072,mel
1126,1158,mel
1223,1235,rhythm
1235,1281,mel
1283,1331,mel
1331,1493,mel
1493,1502,rhythm
1502,1530,mel
1562,1577,mel
1577,1595,rhythm
1595,1613,rhythm
1613,1619,mel
1619,1638,rhythm
1662,1685,mel
1685,1712,mel
1721,1757,mel
1757,1782,rhythm
2039,2089,mel+harm
2135,2183,mel+harm
2183,2209,harm
2209,2281,mel+harm
2283,2305,rhythm+harm
2321,2323,harm
2323,2353,rhythm
2806,2896,rhythm
2896,2932,rhythm+harm
2944,3004,mel+rhythm
3036,3044,rhythm
3044,3060,rhythm
3060,3069,harm
3072,3100,rhythm
3100,3132,rhythm
3132,3156,rhythm
3156,3176,mel+rhythm
3176,3192,mel
3192,3208,rhythm+harm
3208,3224,harm
3224,3240,mel+rhythm
3240,3261,mel+rhythm
3261,3275,mel
3278,3279,rhythm+harm
3285,3301,harm
3304,3316,rhythm+harm
3316,3324,harm
3349,3356,mel+rhythm
3356,3372,mel
3372,3388,rhythm
3388,3396,mel
3396,3428,mel
3428,3440,mel
3440,3472,mel
3472,3532,rhythm+harm
3532,3544,rhythm
3544,3550,rhythm+harm
3550,3560,rhythm
3560,3564,rhythm+harm
3564,3584,rhythm
3584,3616,mel
3616,3622,rhythm+harm
3622,3628,mel+rhythm+harm
3628,3644,mel
3644,3660,mel+rhythm
3660,3692,rhythm+harm
3692,3712,mel+rhythm
