onset,offset,role
2,4,harm
4,5,rhythm+harm
8,10,harm
10,11,rhythm+harm
12,18,mel
18,31,rhythm
34,38,mel
40,53,mel
54,75,rhythm
75,80,harm
81,108,rhythm
108,115,mel+rhythm
114,118,mel
120,124,mel
134,136,harm
136,137,rhythm+harm
140,142,harm
142,143,rhythm+harm
144,150,mel
150,163,rhythm
166,170,mel
172,185,mel
186,207,rhythm
207,212,harm
213,240,rhythm
240,247,mel+rhythm
246,250,mel
252,256,mel
264,266,harm
270,298,rhythm
298,300,mel
300,302,harm
302,304,mel
304,309,rhythm+harm
309,322,rhythm
325,329,mel
330,343,mel
343,348,rhythm+harm
348,356,rhythm
357,384,rhythm
384,390,mel+rhythm
390,394,rhythm
396,400,rhythm
407,409,harm
409,410,rhythm+harm
410,413,rhythm+harm
414,427,rhythm
427,434,harm
