onset,offset,role
0,4,mel
4,5,rhythm+harm
6,10,mel
10,11,rhythm+harm
12,18,mel
18,31,mel
34,38,mel
40,53,mel
54,57,mel
57,60,rhythm
60,63,mel
63,66,rhythm
66,81,mel
81,86,mel+rhythm
87,92,mel+rhythm
93,115,mel
114,118,mel
120,124,mel
126,132,harm
132,136,mel
136,137,rhythm+harm
138,142,mel
142,143,rhythm+harm
144,150,mel
150,163,mel
166,170,mel
172,185,mel
186,189,mel
189,192,rhythm
192,195,mel
195,198,rhythm
198,213,mel
213,218,mel+rhythm
219,224,mel+rhythm
225,247,mel
246,250,mel
252,256,mel
258,264,harm
264,273,mel
273,276,rhythm
276,279,mel
279,282,rhythm
282,298,mel
298,300,harm
300,302,mel
302,304,harm
304,309,rhythm+harm
309,314,mel
315,322,mel
325,329,mel
330,343,mel
343,348,rhythm+harm
348,357,mel
357,362,mel+rhythm
363,368,mel+rhythm
369,390,mel
390,394,rhythm
396,400,rhythm
402,409,mel
409,410,rhythm+harm
410,413,rhythm+harm
414,434,mel
