onset,offset,role
4,5,rhythm+harm
10,11,rhythm+harm
18,25,mel
52,58,mel
58,64,mel
64,67,mel
67,80,harm
79,81,mel
81,86,mel
87,92,mel
91,93,rhythm+harm
100,108,harm
108,115,mel
117,121,mel
123,128,mel
136,137,rhythm+harm
142,143,rhythm+harm
150,157,mel
184,190,mel
190,196,mel
196,199,mel
199,212,harm
211,213,mel
213,218,mel
219,224,mel
223,225,rhythm+harm
232,240,harm
240,247,mel
249,253,mel
255,260,mel
268,274,mel+harm
274,280,mel+harm
280.5,283,mel
283,298,harm
301,302,mel
304,310,mel
348,356,harm
357,362,mel
361,363,rhythm+harm
363,368,mel
367,369,rhythm+harm
378,383,mel
384,391,mel
393,397,mel
399,403.5,mel
414,421,mel
432,434,harm
