onset,offset,role
15,18,mel
60,66,rhythm
81,87,rhythm
123,168,rhythm
168,228,rhythm
276,348,rhythm
348,366,harm
378,414,rhythm
432,438,rhythm
486,492,rhythm
507,513,rhythm
549,594,rhythm
594,654,rhythm
702,774,rhythm
774,792,harm
804,840,rhythm
858,864,rhythm
882,886,rhythm
900,945,rhythm
1011,1053,rhythm
1062,1071,rhythm
1152,1167,rhythm
1170,1173,mel+rhythm
1176,1179,mel+rhythm
1179,1191,rhythm
1194,1197,mel+rhythm
1200,1203,mel+rhythm
1212,1215,mel+rhythm
1215,1142,rhythm
1242,1275,rhythm
1290,1312,rhythm
1320,1335,harm
1413,1468,rhythm
1473,1480,rhythm
1488,1512,harm
1521,1551,rhythm
1566,1570,rhythm
1596,1612,rhythm
1623,1668,rhythm
1734,1776,rhythm
1785,1794,rhythm
1875,1890,rhythm
1893,1896,mel+rhythm
1899,1902,mel+rhythm
1902,1914,rhythm
1917,1920,mel+rhythm
1923,1926,mel+rhythm
1935,1938,mel+rhythm
1938,1865,rhythm
1965,1998,rhythm
2013,2035,rhythm
2043,2058,harm
2136,2191,rhythm
2196,2203,rhythm
2211,2235,harm
2244,2274,rhythm
2289,2293,rhythm
2313,2329,rhythm
2382,2391,mel+rhythm
3006,3071,harm
3072,3102,harm
3102,3166,rhythm
3181,3184,mel
3226,3232,rhythm
3247,3253,rhythm
3289,3334,rhythm
3334,3394,rhythm
3442,3514,rhythm
3514,3532,harm
3544,3580,rhythm
3598,3604,rhythm
3652,3658,rhythm
3673,3679,rhythm
3715,3760,rhythm
3760,3820,rhythm
3868,3940,rhythm
3940,3958,harm
3970,4006,rhythm
4024,4030,rhythm
4048,4052,rhythm
4062,4107,rhythm
4173,4215,rhythm
4224,4233,rhythm
4314,4329,rhythm
4332,4335,mel+rhythm
4338,4341,mel+rhythm
4341,4353,rhythm
4356,4359,mel+rhythm
4362,4365,mel+rhythm
4374,4377,mel+rhythm
4377,4304,rhythm
4404,4437,rhythm
4452,4474,rhythm
4482,4497,harm
4575,4630,rhythm
4635,4642,rhythm
4650,4674,harm
4683,4713,rhythm
4728,4732,rhythm
4752,4768,rhythm
4821,4830,mel+rhythm
4861,4870,rhythm
