onset,offset,role
15,18,mel
36,96,rhythm
96,132,rhythm
132,168,mel+rhythm
168,229,mel+rhythm
252,276,harm
276,324,mel
324,349,mel+rhythm
366,385,mel
390,396,mel
396,402,rhythm
402,414,mel+rhythm
417,427,mel+rhythm
429,439,rhythm
462,522,rhythm
522,558,rhythm
558,594,mel+rhythm
594,655,mel+rhythm
678,702,harm
702,750,mel
750,775,mel+rhythm
792,811,mel
816,822,mel
822,828,rhythm
828,840,mel+rhythm
843,853,mel+rhythm
855,865,rhythm
879,889,rhythm
903,939,rhythm
939,942,mel+rhythm
945,948,mel+rhythm
951,954,mel+rhythm
963,1008,mel+rhythm
1011,1053,mel+rhythm
1062,1071,mel+rhythm
1071,1080,rhythm
1080,1089,mel+rhythm
1089,1098,rhythm
1098,1107,mel+rhythm
1107,1126,mel+rhythm
1140,1168,rhythm
1179,1192,rhythm
1203,1142,rhythm
1242,1275,mel+rhythm
1275,1312,mel+rhythm
1341,1347,harm
1347,1365,harm
1389,1413,mel+harm
1413,1468,mel
1473,1486,mel
1491,1492,rhythm
1503,1515,rhythm
1515,1522,mel
1527,1533,mel
1533,1539,rhythm
1539,1551,rhythm
1554,1576,rhythm
1590,1612,rhythm
1626,1662,rhythm
1662,1665,mel+rhythm
1668,1671,mel+rhythm
1674,1677,mel+rhythm
1686,1731,mel+rhythm
1734,1776,mel+rhythm
1785,1794,mel+rhythm
1794,1803,rhythm
1803,1812,mel+rhythm
1812,1821,rhythm
1821,1830,mel+rhythm
1830,1849,mel+rhythm
1863,1891,rhythm
1902,1915,rhythm
1926,1865,rhythm
1965,1998,mel+rhythm
1998,2035,mel+rhythm
2064,2070,harm
2070,2088,harm
2112,2136,mel+harm
2136,2191,mel
2196,2209,mel
2214,2215,rhythm
2226,2238,rhythm
2238,2245,mel
2250,2256,mel
2256,2262,rhythm
2262,2274,rhythm
2277,2299,rhythm
2313,2334,rhythm
2340,2358,mel
2358,2382,mel
2382,2390,mel+rhythm
2390,2398,mel+harm
2398,2454,mel
2478,2487,mel
2502,2510,harm
2510,2519,mel
2624,2667,harm
2700,2731,mel
2754,2763,mel
2778,2786,harm
2786,2795,mel
2900,2943,harm
2976,3006,mel
3006,3022,mel
3022,3054,mel+harm
3054,3071,harm
3072,3102,mel+harm
3102,3166,harm
3181,3184,mel
3202,3262,rhythm
3262,3298,rhythm
3298,3334,mel+rhythm
3334,3395,mel+rhythm
3418,3442,harm
3442,3490,mel
3490,3515,mel+rhythm
3532,3551,mel
3556,3562,mel
3562,3568,rhythm
3568,3580,mel+rhythm
3583,3593,mel+rhythm
3595,3605,rhythm
3628,3688,rhythm
3688,3724,rhythm
3724,3760,mel+rhythm
3760,3821,mel+rhythm
3844,3868,harm
3868,3916,mel
3916,3941,mel+rhythm
3958,3977,mel
3982,3988,mel
3988,3994,rhythm
3994,4006,mel+rhythm
4009,4019,mel+rhythm
4021,4031,rhythm
4045,4055,rhythm
4065,4101,rhythm
4101,4104,mel+rhythm
4107,4110,mel+rhythm
4113,4116,mel+rhythm
4125,4170,mel+rhythm
4173,4215,mel+rhythm
4224,4233,mel+rhythm
4233,4242,rhythm
4242,4251,mel+rhythm
4251,4260,rhythm
4260,4269,mel+rhythm
4269,4288,mel+rhythm
4302,4330,rhythm
4341,4354,rhythm
4365,4304,rhythm
4404,4437,mel+rhythm
4437,4474,mel+rhythm
4503,4509,harm
4509,4527,harm
4551,4575,mel+harm
4575,4630,mel
4635,4648,mel
4653,4654,rhythm
4665,4677,rhythm
4677,4684,mel
4689,4695,mel
4695,4701,rhythm
4701,4713,rhythm
4716,4738,rhythm
4752,4773,rhythm
4779,4797,mel
4797,4821,mel
4821,4829,mel+rhythm
4829,4839,harm
4839,4857,mel
4861,4870,mel+rhythm
