onset,offset,role
15,18,mel
60,96,rhythm
96,108,rhythm
108,120,mel+rhythm
120,132,rhythm
132,162,rhythm
162,168,mel+rhythm
168,229,mel+rhythm
237,252,harm
261,276,harm
276,324,mel
324,349,mel+rhythm
366,375,harm
375,385,mel
390,396,mel
396,402,rhythm
402,414,mel+rhythm
414,427,mel+rhythm
429,439,mel+rhythm
486,522,rhythm
522,534,rhythm
534,546,mel+rhythm
546,558,rhythm
558,588,rhythm
588,594,mel+rhythm
594,655,mel+rhythm
663,678,harm
687,702,harm
702,750,mel
750,775,mel+rhythm
792,801,harm
801,811,mel
816,822,mel
822,828,rhythm
828,840,mel+rhythm
840,853,mel+rhythm
855,865,mel+rhythm
879,889,mel+rhythm
903,939,mel+rhythm
939,942,mel+rhythm
945,948,mel+rhythm
951,954,mel+rhythm
981,1008,mel+rhythm
1011,1053,mel+rhythm
1056,1059,rhythm
1062,1071,mel+rhythm
1080,1089,mel+rhythm
1107,1125,mel+rhythm
1125,1140,mel+rhythm
1140,1149,rhythm
1149,1168,mel+rhythm
1179,1192,rhythm
1203,1142,rhythm
1242,1275,mel+rhythm
1275,1311,mel+rhythm
1311,1312,mel+rhythm
1350,1365,harm
1392,1413,mel+harm
1413,1468,mel
1473,1486,mel
1491,1492,rhythm
1503,1515,harm
1515,1522,mel
1527,1533,mel
1533,1539,rhythm
1539,1551,mel+rhythm
1551,1576,rhythm
1590,1612,rhythm
1626,1662,mel+rhythm
1662,1665,mel+rhythm
1668,1671,mel+rhythm
1674,1677,mel+rhythm
1704,1731,mel+rhythm
1734,1776,mel+rhythm
1779,1782,rhythm
1785,1794,mel+rhythm
1803,1812,mel+rhythm
1830,1848,mel+rhythm
1848,1863,mel+rhythm
1863,1872,rhythm
1872,1891,mel+rhythm
1902,1915,rhythm
1926,1865,rhythm
1965,1998,mel+rhythm
1998,2034,mel+rhythm
2034,2035,mel+rhythm
2073,2088,harm
2115,2136,mel+harm
2136,2191,mel
2196,2209,mel
2214,2215,rhythm
2226,2238,harm
2238,2245,mel
2250,2256,mel
2256,2262,rhythm
2262,2274,mel+rhythm
2274,2299,rhythm
2313,2334,rhythm
2340,2358,mel
2358,2382,mel
2382,2391,mel+rhythm
2494,2510,mel+rhythm
2510,2519,mel
2666,2731,mel
2770,2786,mel+rhythm
2786,2795,mel
2942,3007,mel
3008,3071,mel+rhythm
3088,3102,mel+harm
3102,3166,harm
3181,3184,mel
3226,3262,rhythm
3262,3274,rhythm
3274,3286,mel+rhythm
3286,3298,rhythm
3298,3328,rhythm
3328,3334,mel+rhythm
3334,3395,mel+rhythm
3403,3418,harm
3427,3442,harm
3442,3490,mel
3490,3515,mel+rhythm
3532,3541,harm
3541,3551,mel
3556,3562,mel
3562,3568,rhythm
3568,3580,mel+rhythm
3580,3593,mel+rhythm
3595,3605,mel+rhythm
3652,3688,rhythm
3688,3700,rhythm
3700,3712,mel+rhythm
3712,3724,rhythm
3724,3754,rhythm
3754,3760,mel+rhythm
3760,3821,mel+rhythm
3829,3844,harm
3853,3868,harm
3868,3916,mel
3916,3941,mel+rhythm
3958,3967,harm
3967,3977,mel
3982,3988,mel
3988,3994,rhythm
3994,4006,mel+rhythm
4006,4019,mel+rhythm
4021,4031,mel+rhythm
4045,4055,mel+rhythm
4065,4101,mel+rhythm
4101,4104,mel+rhythm
4107,4110,mel+rhythm
4113,4116,mel+rhythm
4143,4170,mel+rhythm
4173,4215,mel+rhythm
4218,4221,rhythm
4224,4233,mel+rhythm
4242,4251,mel+rhythm
4269,4287,mel+rhythm
4287,4302,mel+rhythm
4302,4311,rhythm
4311,4330,mel+rhythm
4341,4354,rhythm
4365,4304,rhythm
4404,4437,mel+rhythm
4437,4473,mel+rhythm
4473,4474,mel+rhythm
4512,4527,harm
4554,4575,mel+harm
4575,4630,mel
4635,4648,mel
4653,4654,rhythm
4665,4677,harm
4677,4684,mel
4689,4695,mel
4695,4701,rhythm
4701,4713,mel+rhythm
4713,4738,rhythm
4752,4773,rhythm
4779,4797,mel
4797,4821,mel
4821,4829,mel+rhythm
4829,4830,mel+rhythm
4861,4870,mel+rhythm
