onset,offset,role
15,18,mel
48,60,rhythm
72,78,rhythm
93,132,rhythm
132,168,harm
168,229,rhythm
276,348,rhythm
366,378,harm
378,414,rhythm
426,438,rhythm
474,486,rhythm
498,504,rhythm
519,558,rhythm
558,594,harm
594,655,rhythm
702,774,rhythm
792,804,harm
804,840,rhythm
852,864,rhythm
876,880,rhythm
918,939,rhythm
1065,1107,rhythm
1107,1125,rhythm
1125,1149,rhythm
1173,1176,mel+rhythm
1197,1200,mel+rhythm
1206,1209,mel+rhythm
1209,1142,rhythm
1242,1275,rhythm
1275,1312,rhythm
1341,1365,harm
1365,1389,harm
1389,1413,rhythm
1413,1462,rhythm
1467,1474,rhythm
1485,1503,harm
1511,1521,rhythm
1527,1551,rhythm
1563,1576,rhythm
1587,1609,rhythm
1641,1662,rhythm
1788,1830,rhythm
1830,1848,rhythm
1848,1872,rhythm
1896,1899,mel+rhythm
1920,1923,mel+rhythm
1929,1932,mel+rhythm
1932,1865,rhythm
1965,1998,rhythm
1998,2035,rhythm
2064,2088,harm
2088,2112,harm
2112,2136,rhythm
2136,2185,rhythm
2190,2197,rhythm
2208,2226,harm
2234,2244,rhythm
2250,2274,rhythm
2286,2299,rhythm
2310,2334,rhythm
2334,2358,rhythm
2358,2382,rhythm
2382,2391,mel+rhythm
2518,2583,harm
2608,2666,harm
2666,2726,harm
2726,2731,mel
2794,2859,harm
2884,2942,harm
2942,3002,harm
3002,3006,mel
3006,3032,harm
3032,3040,harm
3040,3054,mel+harm
3054,3071,harm
3088,3102,harm
3102,3166,harm
3181,3184,mel
3214,3226,rhythm
3238,3244,rhythm
3259,3298,rhythm
3298,3334,harm
3334,3395,rhythm
3442,3514,rhythm
3532,3544,harm
3544,3580,rhythm
3592,3604,rhythm
3640,3652,rhythm
3664,3670,rhythm
3685,3724,rhythm
3724,3760,harm
3760,3821,rhythm
3868,3940,rhythm
3958,3970,harm
3970,4006,rhythm
4018,4030,rhythm
4042,4046,rhythm
4080,4101,rhythm
4227,4269,rhythm
4269,4287,rhythm
4287,4311,rhythm
4335,4338,mel+rhythm
4359,4362,mel+rhythm
4368,4371,mel+rhythm
4371,4304,rhythm
4404,4437,rhythm
4437,4474,rhythm
4503,4527,harm
4527,4551,harm
4551,4575,rhythm
4575,4624,rhythm
4629,4636,rhythm
4647,4665,harm
4673,4683,rhythm
4689,4713,rhythm
4725,4738,rhythm
4749,4773,rhythm
4773,4797,rhythm
4797,4821,rhythm
4821,4830,mel+rhythm
4861,4870,mel+rhythm
