onset,offset,role
15,18,mel
24,96,rhythm
96,102,rhythm
102,108,mel+rhythm
108,120,rhythm
120,168,mel+rhythm
168,228,rhythm
228,252,harm
252,276,harm
276,324,mel
324,349,mel+rhythm
366,375,harm
375,385,mel
390,396,mel
396,402,rhythm
402,414,mel+rhythm
414,427,mel+rhythm
429,439,rhythm
450,522,rhythm
522,528,rhythm
528,534,mel+rhythm
534,546,rhythm
546,594,mel+rhythm
594,654,rhythm
654,678,harm
678,702,harm
702,750,mel
750,775,mel+rhythm
792,801,harm
801,811,mel
816,822,mel
822,828,rhythm
828,840,mel+rhythm
840,853,mel+rhythm
855,865,rhythm
879,889,rhythm
903,939,rhythm
939,942,mel+rhythm
945,948,mel+rhythm
951,954,mel+rhythm
963,1008,mel+rhythm
1011,1053,mel+rhythm
1056,1059,rhythm
1062,1071,mel+rhythm
1080,1089,mel+rhythm
1098,1107,mel+rhythm
1107,1126,mel+rhythm
1125,1168,rhythm
1179,1192,rhythm
1203,1142,rhythm
1242,1275,mel+rhythm
1275,1311,mel+rhythm
1311,1342,mel+harm
1347,1365,harm
1392,1413,mel+harm
1413,1468,mel
1470,1486,mel
1491,1492,rhythm
1503,1515,harm
1515,1522,mel
1527,1533,mel
1533,1539,rhythm
1539,1551,rhythm
1557,1576,rhythm
1590,1612,rhythm
1626,1662,rhythm
1662,1665,mel+rhythm
1668,1671,mel+rhythm
1674,1677,mel+rhythm
1686,1731,mel+rhythm
1734,1776,mel+rhythm
1779,1782,rhythm
1785,1794,mel+rhythm
1803,1812,mel+rhythm
1821,1830,mel+rhythm
1830,1849,mel+rhythm
1848,1891,rhythm
1902,1915,rhythm
1926,1865,rhythm
1965,1998,mel+rhythm
1998,2034,mel+rhythm
2034,2065,mel+harm
2070,2088,harm
2115,2136,mel+harm
2136,2191,mel
2193,2209,mel
2214,2215,rhythm
2226,2238,harm
2238,2245,mel
2250,2256,mel
2256,2262,rhythm
2262,2274,rhythm
2280,2299,rhythm
2313,2334,rhythm
2358,2382,mel
2382,2390,mel+rhythm
2390,2398,mel+harm
2398,2454,mel
2487,2502,rhythm
2502,2510,harm
2510,2519,mel
2584,2600,mel+rhythm
2600,2666,mel
2666,2726,harm
2726,2731,mel
2763,2778,rhythm
2778,2786,harm
2786,2795,mel
2860,2876,mel+rhythm
2876,2942,mel
2942,3002,harm
3002,3007,mel
3008,3071,mel+rhythm
3072,3102,mel+harm
3102,3166,harm
3181,3184,mel
3190,3262,rhythm
3262,3268,rhythm
3268,3274,mel+rhythm
3274,3286,rhythm
3286,3334,mel+rhythm
3334,3394,rhythm
3394,3418,harm
3418,3442,harm
3442,3490,mel
3490,3515,mel+rhythm
3532,3541,harm
3541,3551,mel
3556,3562,mel
3562,3568,rhythm
3568,3580,mel+rhythm
3580,3593,mel+rhythm
3595,3605,rhythm
3616,3688,rhythm
3688,3694,rhythm
3694,3700,mel+rhythm
3700,3712,rhythm
3712,3760,mel+rhythm
3760,3820,rhythm
3820,3844,harm
3844,3868,harm
3868,3916,mel
3916,3941,mel+rhythm
3958,3967,harm
3967,3977,mel
3982,3988,mel
3988,3994,rhythm
3994,4006,mel+rhythm
4006,4019,mel+rhythm
4021,4031,rhythm
4045,4055,rhythm
4065,4101,rhythm
4101,4104,mel+rhythm
4107,4110,mel+rhythm
4113,4116,mel+rhythm
4125,4170,mel+rhythm
4173,4215,mel+rhythm
4218,4221,rhythm
4224,4233,mel+rhythm
4242,4251,mel+rhythm
4260,4269,mel+rhythm
4269,4288,mel+rhythm
4287,4330,rhythm
4341,4354,rhythm
4365,4304,rhythm
4404,4437,mel+rhythm
4437,4473,mel+rhythm
4473,4504,mel+harm
4509,4527,harm
4554,4575,mel+harm
4575,4630,mel
4632,4648,mel
4653,4654,rhythm
4665,4677,harm
4677,4684,mel
4689,4695,mel
4695,4701,rhythm
4701,4713,rhythm
4719,4738,rhythm
4752,4773,rhythm
4797,4821,mel
4821,4829,mel+rhythm
4829,4839,mel
4839,4857,mel
4861,4870,mel+rhythm
