onset,offset,role
15,18,mel
48,96,rhythm
96,162,rhythm
162,168,mel+rhythm
168,228,mel+rhythm
228,252,harm
252,276,harm
276,324,mel
324,343,mel+rhythm
348,366,harm
366,385,mel
390,396,mel
396,402,rhythm
402,414,mel+rhythm
414,427,mel+rhythm
429,439,rhythm
474,522,rhythm
522,588,rhythm
588,594,mel+rhythm
594,654,mel+rhythm
654,678,harm
678,702,harm
702,750,mel
750,769,mel+rhythm
774,792,harm
792,811,mel
816,822,mel
822,828,rhythm
828,840,mel+rhythm
840,853,mel+rhythm
855,865,rhythm
879,889,rhythm
903,939,rhythm
939,942,mel+rhythm
945,948,mel+rhythm
951,954,mel+rhythm
954,1008,mel+rhythm
1011,1053,mel+rhythm
1056,1059,rhythm
1062,1071,mel+rhythm
1080,1089,mel+rhythm
1107,1125,mel+rhythm
1125,1149,mel+rhythm
1149,1168,rhythm
1179,1192,rhythm
1203,1142,rhythm
1242,1275,rhythm
1275,1311,mel+rhythm
1311,1312,mel+rhythm
1335,1341,harm
1341,1347,harm
1347,1365,harm
1371,1389,mel+harm
1389,1413,mel+harm
1413,1468,mel
1470,1486,mel
1491,1492,rhythm
1503,1515,rhythm
1515,1522,mel
1527,1533,mel
1533,1539,mel
1539,1551,rhythm
1551,1576,rhythm
1590,1612,rhythm
1626,1662,rhythm
1662,1665,mel+rhythm
1668,1671,mel+rhythm
1674,1677,mel+rhythm
1677,1731,mel+rhythm
1734,1776,mel+rhythm
1779,1782,rhythm
1785,1794,mel+rhythm
1803,1812,mel+rhythm
1830,1848,mel+rhythm
1848,1872,mel+rhythm
1872,1891,rhythm
1902,1915,rhythm
1926,1865,rhythm
1965,1998,rhythm
1998,2034,mel+rhythm
2034,2035,mel+rhythm
2058,2064,harm
2064,2070,harm
2070,2088,harm
2094,2112,mel+harm
2112,2136,mel+harm
2136,2191,mel
2193,2209,mel
2214,2215,rhythm
2226,2238,rhythm
2238,2245,mel
2250,2256,mel
2256,2262,mel
2262,2274,rhythm
2274,2299,rhythm
2313,2334,rhythm
2340,2358,mel
2358,2382,mel
2382,2398,mel+rhythm
2398,2454,mel+rhythm
2582,2606,harm
2606,2667,harm
2668,2731,mel+rhythm
2858,2882,harm
2882,2943,harm
2944,3006,mel+rhythm
3006,3071,mel+rhythm
3072,3102,mel+harm
3102,3166,harm
3181,3184,mel
3214,3262,rhythm
3262,3328,rhythm
3328,3334,mel+rhythm
3334,3394,mel+rhythm
3394,3418,harm
3418,3442,harm
3442,3490,mel
3490,3509,mel+rhythm
3514,3532,harm
3532,3551,mel
3556,3562,mel
3562,3568,rhythm
3568,3580,mel+rhythm
3580,3593,mel+rhythm
3595,3605,rhythm
3640,3688,rhythm
3688,3754,rhythm
3754,3760,mel+rhythm
3760,3820,mel+rhythm
3820,3844,harm
3844,3868,harm
3868,3916,mel
3916,3935,mel+rhythm
3940,3958,harm
3958,3977,mel
3982,3988,mel
3988,3994,rhythm
3994,4006,mel+rhythm
4006,4019,mel+rhythm
4021,4031,rhythm
4045,4055,rhythm
4065,4101,rhythm
4101,4104,mel+rhythm
4107,4110,mel+rhythm
4113,4116,mel+rhythm
4116,4170,mel+rhythm
4173,4215,mel+rhythm
4218,4221,rhythm
4224,4233,mel+rhythm
4242,4251,mel+rhythm
4269,4287,mel+rhythm
4287,4311,mel+rhythm
4311,4330,rhythm
4341,4354,rhythm
4365,4304,rhythm
4404,4437,rhythm
4437,4473,mel+rhythm
4473,4474,mel+rhythm
4497,4503,harm
4503,4509,harm
4509,4527,harm
4533,4551,mel+harm
4551,4575,mel+harm
4575,4630,mel
4632,4648,mel
4653,4654,rhythm
4665,4677,rhythm
4677,4684,mel
4689,4695,mel
4695,4701,mel
4701,4713,rhythm
4713,4738,rhythm
4752,4773,rhythm
4779,4797,mel
4797,4821,mel
4821,4830,mel+rhythm
4831,4857,mel+rhythm
4861,4870,mel+rhythm
