onset,offset,role
0,12,mel
15,18,mel
24,96,mel+rhythm
96,168,mel+rhythm
168,229,mel
234,252,mel+rhythm
261,276,mel+rhythm
276,325,rhythm
330,348,mel+rhythm
348,366,mel
384,391,mel
396,402,mel
402,414,rhythm
414,426,mel+rhythm
426,438,mel+rhythm
450,522,mel+rhythm
522,594,mel+rhythm
594,655,mel
660,678,mel+rhythm
687,702,mel+rhythm
702,751,rhythm
756,774,mel+rhythm
774,792,mel
810,817,mel
822,828,mel
828,840,rhythm
840,852,mel+rhythm
852,864,mel+rhythm
876,886,mel+rhythm
900,936,mel+rhythm
936,939,mel+rhythm
942,945,mel+rhythm
948,951,mel+rhythm
957,1008,rhythm
1011,1053,rhythm
1053,1062,mel+rhythm
1062,1071,rhythm
1071,1080,mel+rhythm
1080,1089,rhythm
1089,1098,mel+rhythm
1098,1107,rhythm
1107,1125,rhythm
1125,1167,mel+rhythm
1167,1179,harm
1179,1191,mel+rhythm
1191,1215,harm
1215,1227,mel+rhythm
1227,1242,rhythm
1242,1275,mel+rhythm
1275,1312,mel+rhythm
1317,1335,mel+rhythm
1347,1365,mel+rhythm
1374,1389,mel+rhythm
1389,1413,rhythm
1413,1462,rhythm
1467,1474,mel
1479,1485,mel
1485,1503,rhythm+harm
1521,1528,mel
1533,1539,mel
1539,1551,rhythm
1551,1573,rhythm
1587,1609,rhythm
1623,1659,mel+rhythm
1659,1662,mel+rhythm
1665,1668,mel+rhythm
1671,1674,mel+rhythm
1680,1731,rhythm
1734,1776,rhythm
1776,1785,mel+rhythm
1785,1794,rhythm
1794,1803,mel+rhythm
1803,1812,rhythm
1812,1821,mel+rhythm
1821,1830,rhythm
1830,1848,rhythm
1848,1890,mel+rhythm
1890,1902,harm
1902,1914,mel+rhythm
1914,1938,harm
1938,1950,mel+rhythm
1950,1965,rhythm
1965,1998,mel+rhythm
1998,2035,mel+rhythm
2040,2058,mel+rhythm
2070,2088,mel+rhythm
2097,2112,mel+rhythm
2112,2136,rhythm
2136,2185,rhythm
2190,2197,mel
2202,2208,mel
2208,2226,rhythm+harm
2244,2251,mel
2256,2262,mel
2262,2274,rhythm
2274,2296,rhythm
2310,2334,rhythm
2334,2358,mel
2358,2382,mel
2382,2391,mel+rhythm
2464,2478,mel+rhythm
2478,2487,mel
2487,2510,mel+rhythm
2510,2519,mel
2520,2537,mel+rhythm
2568,2583,mel+rhythm
2666,2731,mel
2740,2754,mel+rhythm
2754,2763,mel
2763,2786,mel+rhythm
2786,2795,mel
2796,2813,mel+rhythm
2844,2859,mel+rhythm
2942,3006,mel
3006,3054,harm
3054,3070,rhythm+harm
3070,3102,harm
3102,3134,harm
3134,3143,harm
3143,3151,mel
3162,3166,mel
3166,3178,mel
3181,3184,mel
3190,3262,mel+rhythm
3262,3334,mel+rhythm
3334,3395,mel
3400,3418,mel+rhythm
3427,3442,mel+rhythm
3442,3491,rhythm
3496,3514,mel+rhythm
3514,3532,mel
3550,3557,mel
3562,3568,mel
3568,3580,rhythm
3580,3592,mel+rhythm
3592,3604,mel+rhythm
3616,3688,mel+rhythm
3688,3760,mel+rhythm
3760,3821,mel
3826,3844,mel+rhythm
3853,3868,mel+rhythm
3868,3917,rhythm
3922,3940,mel+rhythm
3940,3958,mel
3976,3983,mel
3988,3994,mel
3994,4006,rhythm
4006,4018,mel+rhythm
4018,4030,mel+rhythm
4042,4052,mel+rhythm
4062,4098,mel+rhythm
4098,4101,mel+rhythm
4104,4107,mel+rhythm
4110,4113,mel+rhythm
4119,4170,rhythm
4173,4215,rhythm
4215,4224,mel+rhythm
4224,4233,rhythm
4233,4242,mel+rhythm
4242,4251,rhythm
4251,4260,mel+rhythm
4260,4269,rhythm
4269,4287,rhythm
4287,4329,mel+rhythm
4329,4341,harm
4341,4353,mel+rhythm
4353,4377,harm
4377,4389,mel+rhythm
4389,4404,rhythm
4404,4437,mel+rhythm
4437,4474,mel+rhythm
4479,4497,mel+rhythm
4509,4527,mel+rhythm
4536,4551,mel+rhythm
4551,4575,rhythm
4575,4624,rhythm
4629,4636,mel
4641,4647,mel
4647,4665,rhythm+harm
4683,4690,mel
4695,4701,mel
4701,4713,rhythm
4713,4735,rhythm
4749,4773,rhythm
4773,4797,mel
4797,4821,mel
4821,4829,mel+rhythm
4829,4857,harm
4861,4870,mel+rhythm
