onset,offset,role
0,12,mel
15,18,mel
60,96,mel+rhythm
96,168,mel+rhythm
168,229,rhythm
255,276,rhythm
276,325,rhythm
330,348,mel+rhythm
348,366,rhythm+harm
384,391,mel
396,402,mel
402,414,rhythm
414,426,mel+rhythm
426,438,rhythm
486,522,mel+rhythm
522,594,mel+rhythm
594,655,rhythm
681,702,rhythm
702,751,rhythm
756,774,mel+rhythm
774,792,rhythm+harm
810,817,mel
822,828,mel
828,840,rhythm
840,852,mel+rhythm
852,864,rhythm
876,886,rhythm
900,936,rhythm
936,939,mel+rhythm
942,945,mel+rhythm
948,951,mel+rhythm
957,1008,rhythm
1011,1053,rhythm
1053,1107,rhythm
1107,1125,rhythm
1137,1167,mel+rhythm
1167,1215,harm
1215,1142,rhythm
1242,1275,rhythm
1275,1312,mel+rhythm
1314,1335,rhythm
1365,1389,mel+harm
1389,1413,mel+rhythm
1413,1462,rhythm
1467,1474,mel
1479,1485,mel
1485,1503,rhythm+harm
1521,1528,mel
1533,1539,mel
1539,1551,rhythm
1551,1573,rhythm
1587,1609,rhythm
1623,1659,rhythm
1659,1662,mel+rhythm
1665,1668,mel+rhythm
1671,1674,mel+rhythm
1680,1731,rhythm
1734,1776,rhythm
1776,1830,rhythm
1830,1848,rhythm
1860,1890,mel+rhythm
1890,1938,harm
1938,1865,rhythm
1965,1998,rhythm
1998,2035,mel+rhythm
2037,2058,rhythm
2088,2112,mel+harm
2112,2136,mel+rhythm
2136,2185,rhythm
2190,2197,mel
2202,2208,mel
2208,2226,rhythm+harm
2244,2251,mel
2256,2262,mel
2262,2274,rhythm
2274,2296,rhythm
2310,2334,rhythm
2334,2358,mel+rhythm
2358,2382,mel
2382,2391,mel+rhythm
2456,2478,mel+rhythm
2478,2487,mel
2487,2510,mel+rhythm
2510,2519,mel
2552,2569,mel+rhythm
2666,2731,mel+rhythm
2732,2754,mel+rhythm
2754,2763,mel
2763,2786,mel+rhythm
2786,2795,mel
2828,2845,mel+rhythm
2942,3006,mel+rhythm
3006,3022,mel
3022,3071,mel+harm
3072,3102,mel+rhythm
3102,3134,rhythm
3134,3143,mel
3150,3158,mel
3158,3166,harm
3166,3178,mel
3181,3184,mel
3226,3262,mel+rhythm
3262,3334,mel+rhythm
3334,3395,rhythm
3421,3442,rhythm
3442,3491,rhythm
3496,3514,mel+rhythm
3514,3532,rhythm+harm
3550,3557,mel
3562,3568,mel
3568,3580,rhythm
3580,3592,mel+rhythm
3592,3604,rhythm
3652,3688,mel+rhythm
3688,3760,mel+rhythm
3760,3821,rhythm
3847,3868,rhythm
3868,3917,rhythm
3922,3940,mel+rhythm
3940,3958,rhythm+harm
3976,3983,mel
3988,3994,mel
3994,4006,rhythm
4006,4018,mel+rhythm
4018,4030,rhythm
4042,4052,rhythm
4062,4098,rhythm
4098,4101,mel+rhythm
4104,4107,mel+rhythm
4110,4113,mel+rhythm
4119,4170,rhythm
4173,4215,rhythm
4215,4269,rhythm
4269,4287,rhythm
4299,4329,mel+rhythm
4329,4377,harm
4377,4304,rhythm
4404,4437,rhythm
4437,4474,mel+rhythm
4476,4497,rhythm
4527,4551,mel+harm
4551,4575,mel+rhythm
4575,4624,rhythm
4629,4636,mel
4641,4647,mel
4647,4665,rhythm+harm
4683,4690,mel
4695,4701,mel
4701,4713,rhythm
4713,4735,rhythm
4749,4773,rhythm
4773,4797,mel+rhythm
4797,4821,mel
4821,4829,mel+rhythm
4829,4857,harm
4861,4870,mel+rhythm
