onset,offset,role
0,32,rhythm
31,40,mel
40,46,rhythm+harm
46,61,rhythm+harm
61,67,rhythm+harm
67,100,rhythm
91,100,mel
99,124,mel
124,132,mel
132,138,mel+rhythm
138,146,rhythm+harm
146,166,rhythm
182,188,mel
188,190,rhythm+harm
190,202,mel
202,206,rhythm+harm
210,214,rhythm+harm
218,226,rhythm
226,238,mel+rhythm
238,258,rhythm+harm
258,262,rhythm
262,275,rhythm+harm
277,288,rhythm
293,298,mel+rhythm
298,320,mel
322,376,rhythm
376,383,mel
394,410,rhythm
410,419,mel
430,434,rhythm+harm
434,446,mel
445,455,rhythm
455,463,rhythm+harm
470,504,rhythm
504,516,mel+rhythm
516,532,rhythm
532,540,rhythm+harm
540,548,mel
548,556,rhythm+harm
556,564,mel
564,592,rhythm
592,600,mel
600,632,rhythm
600,632,rhythm
632,644,rhythm
644,650,rhythm+harm
650,656,rhythm
656,676,mel+rhythm
676,710,rhythm
716,722,mel
722,724,rhythm+harm
724,736,mel
736,740,rhythm+harm
744,748,mel
752,761,rhythm
761,764,mel
764,772,mel+rhythm
772,796,rhythm+harm
796,800,rhythm
800,813,rhythm+harm
815,826,rhythm+harm
830,836,mel+harm
836,852,mel
852,904,rhythm+harm
904,910,mel
910,912,rhythm+harm
912,917,mel
920,924,mel
924,936,rhythm+harm
936,952,harm
952,987,mel
987,994,rhythm
994,996,rhythm+harm
996,1009,mel
1016,1024,mel+harm
1024,1060,mel+rhythm
1060,1076,mel+rhythm
1076,1094,mel
