onset,offset,role
16,32,harm
31,40,mel
40,46,mel
46,54,rhythm+harm
54,61,mel
61,70,rhythm+harm
84,100,harm
99,124,mel
124,134,rhythm
134,140,mel
140,146,rhythm+harm
150,156,mel
160,167,mel
172,175,mel
174,184,mel+harm
185,188,mel
188,190,rhythm+harm
194,198,rhythm
198,202,mel
202,206,mel
210,214,mel
225,231,rhythm+harm
231,240,mel
238,258,mel
258,262,mel
262,274,rhythm+harm
274,290,mel
290,294,mel+harm
294,298,rhythm+harm
298,320,mel
330,362,harm
361,382,mel
382,394,mel
394,410,mel+harm
410,418,mel
418,426,mel
430,434,rhythm+harm
469,498,rhythm
497,504,mel
513,532,mel
534,540,rhythm
540,553,mel
560,565,mel
565,572,rhythm
572,584,harm
584,592,mel
592,600,mel
600,632,harm
632,636,mel
636,640,harm
640,644,mel
644,656,rhythm+harm
656,676,mel
676,698,mel
702,712,mel
712,716,mel+harm
716,722,mel
722,724,rhythm+harm
732,736,mel
736,740,rhythm+harm
740,744,mel
744,748,mel
764,772,mel
772,796,mel
796,800,rhythm
800,812,rhythm+harm
812,828,mel
828,832,mel+harm
832,836,rhythm
836,852,mel
852,904,harm
904,910,rhythm
910,912,rhythm+harm
912,916,mel
916,924,mel+harm
924,937,mel
938,948,mel
956,961,mel
964,966,mel
970,972,mel
978,980,mel
986,988,mel
988,992,harm
992,994,mel+harm
994,996,rhythm+harm
998,1006,mel
1006,1008,rhythm+harm
1008,1024,mel
1026,1034,mel
1035,1040,mel
1040,1052,mel
1052,1060,rhythm+harm
1060,1076,rhythm+harm
1076,1094,mel
