onset,offset,role
3,7,mel
11,15,mel
20,32,mel
31,40,mel
40,46,mel+rhythm+harm
46,54,mel
54,61,rhythm+harm
61,65,rhythm+harm
65,70,mel+rhythm
71,75,mel
79,83,mel
88,100,mel
99,124,mel
124,134,mel
134,138,mel+rhythm
138,146,rhythm
146,182,rhythm
182,188,mel
188,190,rhythm+harm
190,202,mel
202,206,mel
209,214,mel
214,226,mel
226,238,mel+rhythm
238,258,mel
258,262,mel+rhythm
262,275,mel+rhythm
277,288,rhythm
293,298,mel
298,320,mel
325,329,mel
333,337,mel
341,345,mel
349,353,mel
356,383,mel
393,410,mel
410,419,mel
430,434,rhythm+harm
433,441,rhythm
441,463,mel
463,470,mel+rhythm
470,502,mel
503,533,mel
546,548,mel
548,556,rhythm+harm
556,564,rhythm
564,592,mel
592,600,mel
600,602,rhythm+harm
602,608,mel
608,610,rhythm+harm
610,632,mel
632,636,rhythm
636,640,mel
640,644,rhythm
644,652,mel+rhythm+harm
652,672,mel
672,676,rhythm
676,696,rhythm
696,700,mel
700,716,rhythm
716,722,mel
722,724,rhythm+harm
724,740,mel
744,748,mel
752,760,rhythm+harm
760,764,mel
764,772,mel+rhythm
772,800,mel
800,813,mel+rhythm
815,826,mel
830,836,mel
836,852,mel
852,904,mel
904,912,mel
912,924,mel
924,936,mel
936,952,harm
952,987,mel
987,994,mel+rhythm
994,996,rhythm+harm
1000,1006,mel
1006,1009,rhythm+harm
1019,1024,mel
1036,1060,mel+rhythm
1060,1076,mel+rhythm
1076,1094,mel
