onset,offset,role
0,5,harm
5,7,rhythm+harm
17,25,mel
28,30,rhythm
30,32,mel
32,34,rhythm
34,40,mel
40,44,rhythm
46,76,rhythm
76,92,mel
92,104,rhythm
104,112,mel+rhythm
112,144,rhythm
144,146,rhythm+harm
146,148,mel
148,150,rhythm+harm
150,152,mel
152,181,rhythm
196,288,rhythm
288,296,mel
296,312,harm
312,352,rhythm
352,356,rhythm+harm
360,390,rhythm
390,406,mel
406,418,rhythm
418,426,mel+rhythm
426,458,rhythm
458,460,rhythm+harm
460,462,mel
462,464,rhythm+harm
464,466,mel
466,495,rhythm
510,602,rhythm
602,610,mel
610,626,harm
626,666,rhythm
666,682,mel
682,691,rhythm
698,770,rhythm
770,778,mel
778,818,rhythm
818,827,rhythm+harm
842,888,rhythm
888,936,mel
936,952,harm
952,1044,rhythm
1044,1052,mel
1052,1068,harm
1068,1120,rhythm
1120,1128,rhythm+harm
1128,1152,rhythm
1152,1160,mel+rhythm
1160,1168,rhythm+harm
1168,1200,rhythm
1200,1209,rhythm+harm
