onset,offset,role,instrument
0,24,mel,violin1
0,24,rhythm,violin2
6,12,mel,horn1
6,12,mel+harm,horn2
6,12,rhythm+harm,piccolotrumpet1
6,12,rhythm+harm,piccolotrumpet2
6,12,rhythm+harm,timpani
6,12,rhythm+harm,viola
6,12,rhythm+harm,violoncello
6,12,rhythm+harm,doublebass
18,24,mel,horn1
18,24,mel+harm,horn2
18,24,rhythm+harm,piccolotrumpet1
18,24,rhythm+harm,piccolotrumpet2
18,24,rhythm+harm,timpani
18,24,rhythm+harm,viola
18,24,rhythm+harm,violoncello
18,24,rhythm+harm,doublebass
24,36,harm,flute
24,36,harm,oboe1
24,36,harm,oboe2
24,36,mel+harm,bassoon1
24,36,mel+harm,bassoon2
24,36,rhythm,horn1
24,36,rhythm,horn2
24,36,rhythm+harm,piccolotrumpet1
24,36,rhythm+harm,piccolotrumpet2
24,36,rhythm+harm,timpani
24,36,mel,violin1
24,36,mel,violin2
24,36,rhythm,viola
24,36,rhythm,violoncello
24,36,rhythm+harm,doublebass
36,48,rhythm+harm,flute
36,48,rhythm+harm,oboe1
36,48,rhythm+harm,oboe2
36,48,rhythm+harm,bassoon1
36,48,rhythm+harm,bassoon2
36,48,rhythm+harm,horn1
36,48,rhythm+harm,horn2
36,48,rhythm+harm,piccolotrumpet1
36,48,rhythm+harm,piccolotrumpet2
36,48,rhythm+harm,timpani
36,48,mel,violin1
36,48,rhythm,violin2
36,48,rhythm,viola
36,48,rhythm+harm,violoncello
36,48,rhythm+harm,doublebass
48,72,mel,violin1
48,72,rhythm,violin2
54,60,mel,horn1
54,60,mel+harm,horn2
54,60,rhythm+harm,piccolotrumpet1
54,60,rhythm+harm,piccolotrumpet2
54,60,rhythm+harm,timpani
54,60,rhythm+harm,viola
54,60,rhythm+harm,violoncello
54,60,rhythm+harm,doublebass
66,72,mel,horn1
66,72,mel+harm,horn2
66,72,rhythm+harm,piccolotrumpet1
66,72,rhythm+harm,piccolotrumpet2
66,72,rhythm+harm,timpani
66,72,rhythm+harm,viola
66,72,rhythm+harm,violoncello
66,72,rhythm+harm,doublebass
72,84,harm,flute
72,84,harm,oboe1
72,84,harm,oboe2
72,84,mel+harm,bassoon1
72,84,mel+harm,bassoon2
72,84,rhythm,horn1
72,84,rhythm,horn2
72,84,rhythm+harm,piccolotrumpet1
72,84,rhythm+harm,piccolotrumpet2
72,84,rhythm+harm,timpani
72,84,mel,violin1
72,84,mel,violin2
72,84,rhythm,viola
72,84,rhythm,violoncello
72,84,rhythm+harm,doublebass
84,96,rhythm+harm,flute
84,96,rhythm+harm,oboe1
84,96,rhythm+harm,oboe2
84,96,rhythm+harm,bassoon1
84,96,rhythm+harm,bassoon2
84,96,rhythm+harm,horn1
84,96,rhythm+harm,horn2
84,96,rhythm+harm,piccolotrumpet1
84,96,rhythm+harm,piccolotrumpet2
84,96,rhythm+harm,timpani
84,96,mel,violin1
84,96,rhythm,violin2
84,96,rhythm,viola
84,96,rhythm+harm,violoncello
84,96,rhythm+harm,doublebass
96,118,mel,oboe1
96,111,mel,oboe2
96,118,rhythm,horn1
96,118,rhythm,horn2
96,118,rhythm,piccolotrumpet1
96,118,rhythm,piccolotrumpet2
96,118,rhythm,timpani
96,118,mel,violin1
96,111,mel,violin2
96,118,rhythm,violoncello
96,118,rhythm,doublebass
99,111,mel,bassoon1
99,118,mel,bassoon2
99,118,mel,viola
110,118,mel,flute
111,118,harm,oboe2
111,118,harm,bassoon1
111,118,rhythm,violin2
118,124,mel,horn1
118,124,mel,horn2
118,124,mel,violin1
118,124,mel,violin2
118,124,mel,viola
118,124,mel,violoncello
118,124,mel,doublebass
124,175,mel,flute
124,178,mel,oboe1
124,175,mel,oboe2
124,130,mel,bassoon1
124,130,mel,bassoon2
124,130,mel,horn1
124,130,mel,horn2
124,130,mel,piccolotrumpet1
124,130,mel,piccolotrumpet2
