onset,offset,role
24,36,mel+harm
36,48,rhythm+harm
72,84,mel+harm
84,96,rhythm+harm
99,111,mel
111,118,harm
124,130,mel
135,142,mel
147,154,mel
159,165,mel
165,175,mel+harm
180,201,mel
201,213,mel+harm
213,225,rhythm+harm
228,240,mel
240,247,harm
253,259,mel
264,271,mel
276,283,mel
288,294,mel
294,304,mel+harm
309,330,mel
330,342,mel+harm
342,354,rhythm+harm
354,358,harm
354,358,harm
366,370,harm
366,370,harm
378,382,harm
390,394,harm
402,424,harm
438,442,harm
450,454,harm
462,484,harm
498,502,harm
510,514,harm
