onset,offset,role
8,16,harm
24,32,harm
121,144,harm
152,156,rhythm
156,158,harm
168,176,rhythm
183,192,mel
192,197,rhythm
198,208,mel
208,240,rhythm
240,269,mel+rhythm
272,273,harm
273,281,rhythm
314,320,harm
327,343,rhythm
343,352,harm
352,356,rhythm+harm
356,369,harm
380,384,harm
380,384,harm
390,432,rhythm
432,446,mel
482,488,harm
495,511,rhythm
511,520,harm
520,527,mel+rhythm
526,536,harm
536,543,mel+rhythm
543,552,harm
560,568,harm
576,584,harm
672,680,mel
680,696,rhythm
704,708,rhythm
708,712,mel
720,733,rhythm
740,743,mel
756,760,mel
760,776,harm
780,813,rhythm
816,833,mel+rhythm
836,848,rhythm
848,860,mel+rhythm
862,881,rhythm+harm
884,912,mel
912,1000,harm
1000,1016,mel+rhythm
1022,1064,rhythm
1068,1076,harm
1076,1084,mel
1084,1094,harm
1095,1127,rhythm
1127,1168,harm
1168,1183,rhythm
1183,1276,harm
1276,1284,mel+rhythm
1284,1292,harm
1292,1301,rhythm+harm
1301,1316,harm
1316,1348,rhythm
1348,1364,mel
1364,1388,rhythm
