onset,offset,role
0,5,rhythm+harm
16,21,rhythm+harm
32,56,rhythm
56,65,rhythm+harm
65,73,rhythm
73,80,rhythm+harm
80,92,rhythm
144,149,rhythm+harm
152,184,rhythm
320,344,rhythm
352,381,rhythm
464,480,rhythm
480,485,rhythm+harm
496,501,rhythm+harm
512,536,rhythm
536,545,rhythm+harm
545,553,rhythm
553,560,rhythm+harm
560,572,rhythm
624,629,rhythm+harm
632,664,rhythm
800,824,rhythm
832,861,rhythm
944,960,rhythm
1160,1164,rhythm+harm
1184,1201,rhythm+harm
1216,1232,rhythm+harm
1232,1237,rhythm+harm
1248,1253,rhythm+harm
1264,1288,rhythm
1288,1296,rhythm+harm
1296,1304,rhythm
1304,1312,rhythm+harm
1312,1324,rhythm
1376,1381,rhythm+harm
1384,1452,rhythm
1552,1560,rhythm
1568,1576,rhythm
1576,1584,rhythm+harm
1584,1596,rhythm
1596,1604,rhythm+harm
1604,1616,rhythm
1616,1625,rhythm+harm
1640,1657,rhythm+harm
1662,1673,rhythm+harm
1673,1693,rhythm
1695,1729,rhythm+harm
