onset,offset,role
0,32,harm
31,40,mel
40,46,rhythm+harm
46,54,rhythm+harm
54,61,harm
61,68,rhythm+harm
68,100,harm
99,110,rhythm
114,124,mel
124,134,mel
134,138,rhythm
140,146,rhythm+harm
158,175,rhythm
187,190,rhythm
188,190,rhythm+harm
194,202,rhythm
202,206,mel
210,214,mel
238,258,harm
258,262,rhythm
262,275,rhythm+harm
275,288,rhythm
277,288,rhythm
290,298,rhythm+harm
298,316,rhythm
318,355,harm
355,383,rhythm
374,383,rhythm
394,401,rhythm
401,410,harm
410,415,rhythm
445,455,rhythm
455,463,rhythm+harm
470,505,rhythm
516,525,harm
525,533,rhythm
545,548,rhythm
548,558,harm
584,592,harm
592,600,rhythm
600,623,harm
623,624,rhythm
624,632,harm
632,636,mel
636,640,harm
640,644,mel
644,656,rhythm+harm
656,676,rhythm
676,680,harm
680,688,mel
687,710,harm
712,716,mel+harm
716,722,rhythm
722,724,rhythm+harm
724,736,rhythm
736,740,rhythm+harm
740,744,harm
744,746,rhythm+harm
764,772,rhythm+harm
772,796,harm
796,800,rhythm
800,813,harm
815,826,rhythm+harm
834,836,rhythm
836,852,mel
852,860,rhythm
860,904,harm
904,912,rhythm
912,924,rhythm
924,936,rhythm+harm
936,952,mel
952,966,harm
966,980,rhythm
984,994,rhythm
994,996,rhythm+harm
998,1002,harm
1002,1009,rhythm
1014,1016,mel+harm
1024,1037,mel
1039,1052,mel+harm
1052,1060,rhythm+harm
1060,1076,rhythm+harm
1076,1094,rhythm
