onset,offset,role
16,32.0,harm
31,40.0,mel
40,46.0,mel
46,54.0,rhythm+harm
54,61.0,mel
61,70.0,rhythm+harm
84,100.0,harm
99,124.0,mel
124,134.0,rhythm
134,140.0,mel
140,146.0,rhythm+harm
150,156.0,mel
160,167.0,mel
172,175.0,mel
174,184.0,mel+harm
185,188.0,mel
188,190.0,rhythm+harm
194,198.0,rhythm
198,202.0,mel
202,206.0,mel
210,214.0,mel
225,231.0,rhythm+harm
231,240.0,mel
238,258.0,mel
258,262.0,mel
262,274.0,rhythm+harm
274,290.0,mel
290,294.0,mel+harm
294,298.0,rhythm+harm
298,320.0,mel
330,362.0,harm
361,382.0,mel
382,394.0,mel
394,410.0,mel+harm
410,418.0,mel
418,426.0,mel
430,434.5,rhythm+harm
469,498.0,rhythm
497,504.0,mel
513,532.0,mel
532,540.0,rhythm
540,553.0,mel
560,565.0,mel
565,572.0,rhythm
572,584.0,harm
584,592.0,mel
592,600.0,mel
600,632.0,harm
632,636.0,mel
636,640.0,harm
640,644.0,mel
644,656.0,rhythm+harm
656,676.0,mel
676,698.0,mel
702,712.0,mel
712,716.0,mel+harm
716,722.0,mel
722,724.0,rhythm+harm
732,736.0,mel
736,740.0,rhythm+harm
740,744.0,mel
744,748.0,mel
764,772.0,mel
772,796.0,mel
796,800.0,rhythm
800,812.0,rhythm+harm
812,828.0,mel
828,832.0,mel+harm
832,836.0,rhythm
836,852.0,mel
852,904.0,harm
904,910.0,rhythm
910,912.0,rhythm+harm
912,916.0,mel
916,924.0,mel+harm
924,937.0,mel
938,948.0,mel
956,961.0,mel
964,966.0,mel
970,972.0,mel
978,980.0,mel
986,988.0,mel
988,992.0,harm
992,994.0,mel+harm
994,996.0,rhythm+harm
998,1006.0,mel
1006,1008.0,rhythm+harm
1008,1024.0,mel
1026,1034.0,mel
1035,1040.0,mel
1040,1052.0,mel
1052,1060.0,rhythm+harm
1060,1076.0,rhythm+harm
1076,1094.0,mel
