onset,offset,role
4,5,rhythm+harm
10,11,rhythm+harm
24,31,mel
54,58,harm
60,64,harm
64,67,mel
68,80,harm
85,87,rhythm+harm
87,92,harm
91,93,rhythm+harm
103,107,mel
110,115,mel
117,121,mel
123,128,mel
136,137,rhythm+harm
142,143,rhythm+harm
156,163,mel
186,190,harm
192,196,harm
196,199,mel
200,212,harm
217,219,rhythm+harm
219,224,harm
223,225,rhythm+harm
235,239,mel
242,247,mel
249,253,mel
255,260,mel
268,274,mel
274,280,mel
280,285,mel
280,283,mel
280,283,mel
280,285,mel
280,283,mel
285,298,harm
303,310,mel
330,348,rhythm
330,348,rhythm
330,348,rhythm
330,349,rhythm
330,348,rhythm
330,348,rhythm
330,348,rhythm
348,357,mel
357,362,mel
363,368,mel
367,369,rhythm+harm
376,382,harm
382,391,mel+harm
393,397,mel
399,403,mel
409,414,mel
420,427,mel
431,434,mel
