onset,offset,role
4,5,rhythm+harm
10,11,rhythm+harm
18,24,harm
30,42,rhythm
48,52,harm
54,58,harm
60,64,harm
66,76,harm
81,86,harm
85,87,rhythm+harm
87,92,harm
91,93,rhythm+harm
114,118,rhythm
120,124,rhythm
136,137,rhythm+harm
142,143,rhythm+harm
150,156,harm
162,174,rhythm
180,184,harm
186,190,harm
192,196,harm
198,208,harm
213,218,harm
217,219,rhythm+harm
219,224,harm
223,225,rhythm+harm
246,250,rhythm
252,256,rhythm
268,274,mel+harm
276,280,harm
284,294,harm
308,310,harm
321,330,rhythm
357,362,harm
361,363,rhythm+harm
363,368,harm
367,369,rhythm+harm
376,378,harm
387,391,mel+harm
393,397,mel
399,403,mel
409,410,rhythm+harm
412,413,rhythm+harm
414,420,harm
426,432,rhythm
432,434,harm
