onset,offset,role
4,5,rhythm+harm
10,11,rhythm+harm
18,24,harm
24,31,mel
30,42,rhythm
52,58,mel
58,64,mel
64,67,mel
67,76,harm
81,86,mel
87,92,mel
93,99,harm
102,106,rhythm+harm
106,115,mel+harm
117,121,mel
123,128,mel
136,137,rhythm+harm
142,143,rhythm+harm
150,156,harm
156,163,mel
162,174,rhythm
184,190,mel
190,196,mel
196,199,mel
199,208,harm
213,218,mel
219,224,mel
225,231,harm
234,238,rhythm+harm
238,247,mel+harm
249,253,mel
255,260,mel
268,274,mel+harm
274,280,mel+harm
285,298,harm
299,300,mel
308,310,harm
321,330,rhythm
348,357,mel
357,362,mel
363,368,mel
369,375,harm
378,382,rhythm+harm
382,391,mel+harm
391,394,mel
396,400,mel
401,404,harm
409,414,mel
414,420,harm
420,427,mel
432,434,harm
