onset,offset,role
0,21,rhythm
48,49,mel+rhythm
49,71,rhythm
72,74,mel+rhythm
86,88,mel+rhythm
88,105,mel+rhythm
246,252,rhythm
261,263,rhythm
269,272,rhythm+harm
560,676,rhythm
691,709,rhythm
712,713,rhythm
728,736,rhythm
736,760,rhythm
801,804,rhythm+harm
815,817,rhythm+harm
822,823,rhythm+harm
903,935,rhythm
935,950,rhythm
1015,1062,rhythm
1094,1172,rhythm
1179,1183,rhythm
1187,1199,rhythm+harm
1835,1991,rhythm
2325,2353,rhythm+harm
2416,2452,rhythm
2452,2500,rhythm
2500,2581,rhythm
2590,2632,rhythm
2644,2650,rhythm
2722,2734,rhythm
2743,2806,rhythm
2980,3004,rhythm+harm
3156,3189,rhythm
3240,3274,rhythm
3349,3428,rhythm
3428,3464,rhythm
3492,3500,rhythm
3526,3712,rhythm
3622,3644,rhythm
