onset,offset,role
28,32,rhythm+harm
32,36,harm
36,100,rhythm+harm
131,172,mel
172,196,rhythm+harm
196,212,mel
212,236,rhythm+harm
236,244,rhythm
252,264,harm
332,348,harm
348,364,harm
364,396,harm
396,412,mel
412,420,harm
436,452,mel
452,469,harm
510,524,mel
524,541,harm
542,556,mel
556,573,harm
600,605,rhythm
668,676,mel
700,708,harm
708,724,rhythm
724,732,harm
732,748,rhythm
748,756,mel+rhythm
756,772,harm
772,780,rhythm+harm
780,788,rhythm+harm
788,796,harm
796,812,rhythm
812,836,harm
836,852,rhythm+harm
852,868,mel
915,919,mel
931,935,mel
943,949,mel
955,964,mel
968,1000,mel
1000,1032,harm
1032,1048,mel
1048,1065,harm
1068,1072,mel
1096,1120,harm
1120,1144,rhythm
1144,1152,rhythm
1152,1168,harm
1168,1184,rhythm+harm
1184,1192,mel+rhythm
1192,1216,rhythm+harm
1216,1241,harm
1304,1312,mel
1312,1320,rhythm+harm
1320,1332,harm
1332,1344,harm
1344,1356,rhythm
1356,1373,rhythm
1376,1392,rhythm
