onset,offset,role
112,121,rhythm+harm
131,137,harm
196,201,mel
210,213,mel+rhythm
226,229,mel+rhythm
240,273,harm
280,296,rhythm+harm
303,320,harm
320,344,rhythm+harm
344,352,harm
352,360,rhythm
360,369,harm
369,381,mel+rhythm
381,384,harm
448,476,rhythm+harm
482,488,harm
488,512,rhythm+harm
512,552,harm
664,673,mel+rhythm
682,689,harm
743,748,harm
768,776,harm
784,801,mel+rhythm
804,852,harm
852,860,mel+rhythm
860,881,rhythm+harm
912,916,harm
916,920,rhythm+harm
920,924,harm
924,928,rhythm+harm
928,956,harm
956,960,rhythm+harm
960,964,harm
964,968,rhythm+harm
968,1001,harm
1001,1016,rhythm+harm
1016,1022,harm
1024,1032,rhythm
1032,1038,harm
1048,1054,harm
1054,1064,rhythm
1064,1072,harm
1072,1084,harm
1084,1088,mel
1088,1127,harm
1128,1144,rhythm+harm
1144,1168,harm
1168,1184,rhythm+harm
1184,1212,harm
1212,1228,rhythm
1228,1256,harm
1256,1260,rhythm+harm
1260,1293,mel
1293,1316,harm
1316,1320,rhythm+harm
1320,1324,harm
1324,1328,rhythm+harm
1328,1340,harm
1340,1348,harm
1348,1388,harm
