onset,offset,role
12,16,harm
37,38,harm
40,64,rhythm
68,72,harm
80,89,rhythm
96,105,rhythm
112,120,rhythm
120,144,mel
144,152,rhythm
158,160,mel
160,168,rhythm
174,189,mel
192,201,rhythm
202,205,mel
218,224,rhythm
232,280,rhythm
308,312,rhythm
315,320,harm
320,369,mel+rhythm
399,406,harm
414,416,mel
416,422,harm
430,448,harm
476,480,rhythm
483,488,harm
483,488,harm
489,519,mel+rhythm
518,528,rhythm
528,551,mel+rhythm
551,560,harm
564,566,mel
568,576,harm
580,584,mel
588,592,harm
592,616,rhythm
620,624,harm
632,640,rhythm
648,657,rhythm
663,676,rhythm
676,678,mel
680,704,rhythm
710,712,mel
712,720,rhythm
726,728,mel
732,737,mel
748,753,mel
762,768,rhythm
768,722,mel
772,776,harm
792,805,harm
808,825,mel+rhythm
828,852,harm
852,860,mel+rhythm
860,881,rhythm+harm
881,912,mel
912,1015,mel+rhythm
1016,1032,harm
1032,1038,mel
1038,1047,harm
1047,1054,mel
1054,1064,harm
1064,1076,mel
1076,1088,harm
1088,1096,mel
1127,1244,mel+rhythm
1244,1259,mel
1268,1292,rhythm
1292,1329,mel+rhythm
1331,1348,rhythm
1348,1388,mel
