onset,offset,role
8,16,harm
24,32,harm
121,144,harm
152,156,rhythm
156,158,harm
168,176,rhythm
183,192,mel
192,197,rhythm
198,208,mel
208,240,rhythm
240,260,mel+rhythm
260,273,harm
273,281,rhythm
314,320,harm
327,343,rhythm
343,352,harm
352,356,rhythm+harm
356,369,harm
371,380,mel+rhythm
380,384,harm
432,446,mel
482,488,harm
495,511,rhythm
511,520,harm
520,527,mel+rhythm
526,536,harm
536,543,mel+rhythm
543,552,harm
560,568,harm
576,584,harm
672,680,mel
680,696,rhythm
704,708,rhythm
708,712,mel
720,733,rhythm
738,741,mel
742,753,harm
754,757,mel
762,768,rhythm
768,772,mel
772,776,harm
780,812,rhythm
812,833,mel+rhythm
836,844,rhythm
844,860,mel+rhythm
862,881,rhythm+harm
884,912,mel
912,927,harm
927,928,mel+rhythm
928,995,harm
995,1016,mel+rhythm
1022,1064,rhythm
1068,1076,harm
1076,1084,mel
1084,1092,rhythm
1092,1095,mel
1094,1127,rhythm
1127,1168,harm
1168,1183,rhythm
1183,1276,harm
1276,1284,mel+rhythm
1284,1292,harm
1292,1301,rhythm+harm
1301,1316,harm
1316,1348,rhythm
1348,1364,mel
1364,1388,rhythm
