onset,offset,role
2,4,harm
4,5,rhythm+harm
8,10,harm
10,11,rhythm+harm
16,18,harm
18,31,rhythm
31,34,mel
34,35,rhythm+harm
36,40,mel
40,41,rhythm+harm
42,53,rhythm
54,75,rhythm
75,80,harm
81,85,mel+harm
87,91,mel+harm
93,112,harm
111,115,mel+harm
119,121,harm
125,128,harm
134,136,harm
136,137,rhythm+harm
140,142,harm
142,143,rhythm+harm
148,150,harm
150,163,rhythm
163,166,mel
166,167,rhythm+harm
168,172,mel
172,173,rhythm+harm
174,185,rhythm
186,207,rhythm
207,212,harm
213,217,mel+harm
219,223,mel+harm
225,244,harm
243,247,mel+harm
251,253,harm
257,260,harm
264,266,harm
270,298,rhythm
298,304,harm
304,309,rhythm+harm
309,322,rhythm
321,325,mel
325,326,rhythm+harm
327,331,mel
332,342,rhythm+harm
342,348,mel
348,356,rhythm
357,361,mel+harm
363,367,mel+harm
369,388,harm
387,391,mel+harm
395,397,harm
401,404,harm
407,409,harm
409,410,rhythm+harm
410,413,rhythm+harm
414,427,rhythm
427,434,harm
