onset,offset,role
40.0,60.0,mel
60.0,75.0,mel+rhythm
75.0,80.0,mel+rhythm
120.0,140.0,mel
140.0,155.0,mel+rhythm
155.0,160.0,mel+rhythm
195.0,240.0,mel+rhythm
240.0,260.0,mel
260.0,270.0,mel+rhythm
270.0,282.5,mel
282.5,300.0,rhythm
300.0,320.0,mel
320.0,350.0,harm
350.0,360.0,harm
360.0,400.0,mel
400.0,440.0,mel
465.0,480.0,mel
505.0,520.0,mel
520.0,625.0,mel
675.0,695.0,mel
695.0,715.0,mel+rhythm
750.0,795.0,mel+rhythm
795.0,815.0,mel
815.0,825.0,mel+rhythm
825.0,838.0,mel
837.0,855.0,rhythm
855.0,875.0,mel
875.0,905.0,harm
905.0,915.0,mel
975.0,980.0,mel
990.0,995.0,mel
