onset,offset,role
0,32,mel
32,74,mel
74,96,mel
96,106,rhythm
106,138,mel
152,208,mel
208,254,mel
254,290,mel
294,308,mel
318,332,mel
340,374,mel
374,488,mel
488,508,rhythm
508,524,mel+rhythm
524,538,mel+rhythm
542,602,mel
602,626,mel
628,660,mel
660,702,mel
702,724,mel
724,734,rhythm
734,766,mel
780,836,mel
836,882,mel
882,918,mel
922,936,mel
946,960,mel
968,1002,mel
1002,1116,mel
1116,1136,rhythm
1136,1152,mel+rhythm
1152,1166,mel+rhythm
1170,1230,mel
1230,1254,mel
1256,1282,mel+harm
1288,1314,mel+harm
1316,1384,mel
1390,1402,mel
1412,1424,mel
1430,1442,mel
1454,1477,mel
1478,1490,rhythm+harm
1490,1502,mel
1514,1524,mel
1524,1640,mel
1640,1674,mel
1674,1710,mel
1714,1728,mel
1738,1752,mel
1760,1792,mel
1792,1872,mel
1872,1908,mel
1908,1936,rhythm
1936,1952,mel+rhythm
1952,1962,rhythm+harm
1966,2000,mel
2000,2026,rhythm
2026,2050,mel
2050,2076,mel+harm
2082,2108,mel+harm
2110,2178,mel
2184,2196,mel
2206,2218,mel
2224,2236,mel
2248,2271,mel
2272,2284,rhythm+harm
2284,2296,mel
2308,2318,mel
2318,2434,mel
2434,2468,mel
2468,2504,mel
2508,2522,mel
2532,2546,mel
2554,2586,mel
2586,2666,mel
2666,2702,mel
2702,2730,rhythm
2730,2746,mel+rhythm
2746,2756,rhythm+harm
2760,2794,mel
2794,2820,rhythm
2820,2844,mel
2850,2862,mel
2864,2912,mel+harm
2942,2956,mel
2960,2976,mel+harm
2976,3020,mel
3020,3032,mel+harm
3032,3057,mel
3058,3082,mel
3082,3090,rhythm
3090,3102,mel
3104,3118,rhythm+harm
