onset,offset,role
34,48,harm
48,74,mel
74,84,mel
84,108,rhythm
108,116,rhythm+harm
116,124,mel
124,138,rhythm+harm
208,224,mel
224,254,harm
256,276,mel
276,290,rhythm+harm
301,305,rhythm
325,329,rhythm
374,388,mel
394,400,mel
402,408,harm
410,416,mel
418,424,harm
426,436,mel
452,458,mel
460,508,mel+harm
508,538,harm
540,576,mel
576,602,harm
602,614,mel
662,676,harm
676,702,mel
702,712,mel
712,736,rhythm
736,744,rhythm+harm
744,752,mel
752,766,rhythm+harm
836,852,mel
852,882,harm
884,904,mel
904,918,rhythm+harm
929,933,rhythm
953,957,rhythm
1002,1016,mel
1022,1028,mel
1030,1036,harm
1038,1044,mel
1046,1052,harm
1054,1064,mel
1080,1086,mel
1088,1136,mel+harm
1136,1166,harm
1168,1204,mel
1204,1230,harm
1230,1242,mel
1270,1280,mel
1280,1292,harm
1318,1372,mel+harm
1382,1392,mel+harm
1402,1412,mel+harm
1422,1432,mel+harm
1442,1464,mel+harm
1464,1490,harm
1492,1502,rhythm
1532,1548,harm
1548,1554,rhythm+harm
1558,1596,harm
1630,1636,rhythm
1636,1674,harm
1676,1696,mel
1721,1725,rhythm
1749,1756,mel
1769,1792,mel
1792,1844,mel+harm
1846,1856,mel
1856,1872,rhythm+harm
1872,1878,mel
1880,1936,rhythm+harm
1936,1962,mel
1964,2000,mel
2000,2012,harm
2064,2074,mel
2074,2086,harm
2112,2166,mel+harm
2176,2186,mel+harm
2196,2206,mel+harm
2216,2226,mel+harm
2236,2258,mel+harm
2258,2284,harm
2286,2296,rhythm
2326,2342,harm
2342,2348,rhythm+harm
2352,2390,harm
2424,2430,rhythm
2430,2468,harm
2470,2490,mel
2515,2519,rhythm
2543,2550,mel
2563,2586,mel
2586,2638,mel+harm
2640,2650,mel
2650,2666,rhythm+harm
2666,2672,mel
2674,2730,rhythm+harm
2730,2756,mel
2758,2794,mel
2794,2806,harm
2852,2862,mel
2898,2910,mel+harm
2928,2976,mel+harm
2980,3022,mel
3022,3032,mel+harm
3032,3057,mel
3058,3070,mel
3084,3092,harm
3092,3118,rhythm+harm
