onset,offset,role
34,48,harm
48,74,rhythm
74,84,mel
84,97,rhythm
98,108,mel
108,116,rhythm+harm
116,124,mel
124,138,rhythm
208,224,rhythm
224,254,harm
256,290,mel
304,312,mel
328,336,mel
345,374,mel
378,392,mel
394,400,mel
402,408,harm
410,416,mel
418,424,harm
426,456,mel
456,488,rhythm
488,508,mel
508,524,rhythm+harm
524,538,rhythm
540,576,mel
576,602,mel
614,626,mel
662,676,harm
676,702,rhythm
702,712,mel
712,725,rhythm
726,736,mel
736,744,rhythm+harm
744,752,mel
752,766,rhythm
836,852,rhythm
852,882,harm
884,918,mel
932,940,mel
956,964,mel
973,1002,mel
1006,1020,mel
1022,1028,mel
1030,1036,harm
1038,1044,mel
1046,1052,harm
1054,1084,mel
1084,1116,rhythm
1116,1136,mel
1136,1152,rhythm+harm
1152,1166,rhythm
1168,1204,mel
1204,1230,mel
1242,1254,mel
1270,1280,mel
1280,1292,harm
1302,1314,mel
1318,1372,mel+harm
1386,1392,mel+harm
1442,1464,harm
1464,1477,rhythm
1478,1490,mel
1492,1502,rhythm
1502,1526,harm
1532,1548,harm
1548,1554,rhythm+harm
1558,1596,harm
1630,1636,rhythm
1636,1674,harm
1676,1710,mel
1725,1732,mel
1750,1765,mel
1794,1844,mel+harm
1844,1872,mel
1872,1908,rhythm
1908,1936,mel
1936,1952,mel
1952,1962,rhythm
1964,2000,mel
2000,2026,mel
2026,2038,mel
2064,2074,mel
2074,2086,harm
2096,2108,mel
2112,2166,mel+harm
2180,2186,mel+harm
2236,2258,harm
2258,2271,rhythm
2272,2284,mel
2286,2296,rhythm
2296,2320,harm
2326,2342,harm
2342,2348,rhythm+harm
2352,2390,harm
2424,2430,rhythm
2430,2468,harm
2470,2504,mel
2519,2526,mel
2544,2559,mel
2588,2638,mel+harm
2638,2666,mel
2666,2702,rhythm
2702,2730,mel
2730,2746,mel
2746,2756,rhythm
2758,2794,mel
2794,2820,mel
2820,2832,mel
2852,2862,mel
2898,2910,mel+harm
2912,2928,mel+harm
2974,2988,mel
2992,3008,mel+harm
3008,3032,mel
3032,3057,rhythm
3058,3070,mel
3070,3082,rhythm
3070,3082,rhythm
3082,3092,mel
3092,3118,rhythm+harm
