onset,offset,role
32,74,rhythm+harm
96,108,rhythm
108,116,rhythm+harm
116,124,rhythm
124,138,rhythm
208,224,rhythm
374,378,rhythm
424,426,rhythm
434,452,rhythm+harm
456,508,rhythm
508,524,rhythm+harm
536,538,rhythm
540,602,rhythm+harm
660,702,rhythm+harm
724,736,rhythm
736,744,rhythm+harm
744,752,rhythm
752,766,rhythm
836,852,rhythm
1002,1006,rhythm
1052,1054,rhythm
1062,1080,rhythm+harm
1084,1136,rhythm
1136,1152,rhythm+harm
1164,1166,rhythm
1168,1230,rhythm+harm
1314,1318,rhythm
1342,1346,rhythm
1356,1360,rhythm
1370,1374,rhythm
1392,1396,rhythm
1410,1414,rhythm
1516,1526,rhythm
1532,1554,rhythm+harm
1636,1642,rhythm
1660,1674,rhythm
1680,1710,rhythm
1760,1786,rhythm
1792,1814,rhythm
1826,1830,rhythm
1842,1846,rhythm
1854,1858,rhythm
1872,1936,rhythm
1944,1962,rhythm
1962,2000,rhythm
2000,2026,rhythm
2040,2050,rhythm+harm
2108,2112,rhythm
2136,2140,rhythm
2150,2154,rhythm
2164,2168,rhythm
2186,2190,rhythm
2204,2208,rhythm
2310,2320,rhythm
2326,2348,rhythm+harm
2430,2436,rhythm
2454,2468,rhythm
2474,2504,rhythm
2554,2580,rhythm
2586,2608,rhythm
2620,2624,rhythm
2636,2640,rhythm
2648,2652,rhythm
2666,2730,rhythm
2738,2756,rhythm
2756,2794,rhythm
2794,2820,rhythm
2834,2844,rhythm+harm
2850,2862,rhythm
2976,3032,rhythm
3032,3057,rhythm+harm
3080,3092,rhythm
3092,3100,rhythm+harm
3100,3118,rhythm
