onset,offset,role
34,48,harm
48,74,mel
98,108,mel
108,117,rhythm+harm
118,124,mel
124,138,rhythm+harm
208,224,mel
224,254,harm
254,276,mel
276,290,rhythm+harm
306,318,mel
330,374,mel
374,388,mel
394,400,mel
402,408,harm
410,416,mel
418,424,harm
426,458,mel
460,508,mel+harm
508,526,harm
526,538,mel
540,576,mel
576,602,harm
662,676,harm
676,702,mel
726,736,mel
736,745,rhythm+harm
746,752,mel
752,766,rhythm+harm
836,852,mel
852,882,harm
882,904,mel
904,918,rhythm+harm
934,946,mel
958,1002,mel
1002,1016,mel
1022,1028,mel
1030,1036,harm
1038,1044,mel
1046,1052,harm
1054,1086,mel
1088,1136,mel+harm
1136,1154,harm
1154,1166,mel
1168,1204,mel
1204,1230,harm
1302,1314,mel
1318,1372,mel+harm
1402,1412,mel+harm
1422,1432,mel+harm
1442,1464,mel+harm
1464,1490,harm
1492,1502,rhythm
1532,1548,harm
1548,1554,rhythm+harm
1558,1596,harm
1630,1636,rhythm
1636,1674,harm
1674,1696,mel
1726,1738,mel
1749,1756,mel
1765,1792,mel
1792,1844,mel+harm
1846,1872,mel
1872,1878,mel
1880,1936,rhythm+harm
1936,1962,mel
1964,2000,mel
2000,2026,harm
2038,2050,mel
2096,2108,mel
2112,2166,mel+harm
2196,2206,mel+harm
2216,2226,mel+harm
2236,2258,mel+harm
2258,2284,harm
2286,2296,rhythm
2326,2342,harm
2342,2348,rhythm+harm
2352,2390,harm
2424,2430,rhythm
2430,2468,harm
2468,2490,mel
2520,2532,mel
2543,2550,mel
2559,2586,mel
2586,2638,mel+harm
2640,2666,mel
2666,2672,mel
2674,2730,rhythm+harm
2730,2756,mel
2758,2794,mel
2794,2820,harm
2832,2844,mel
2852,2862,mel
2872,2896,mel+harm
2928,2976,mel+harm
2976,3022,mel
3022,3032,mel+harm
3032,3057,mel
3082,3092,mel
3092,3118,rhythm+harm
