onset,offset,role
34,48,harm
48,74,mel
74,84,mel
84,97,rhythm
98,108,mel
108,117,rhythm+harm
118,124,mel
124,138,rhythm+harm
208,224,mel
224,254,harm
256,276,mel
276,290,rhythm+harm
301,305,rhythm
325,329,rhythm
378,392,mel
394,400,mel
402,408,harm
410,416,mel
418,424,harm
426,436,mel
436,452,rhythm+harm
452,458,mel
460,508,mel+harm
508,526,harm
526,538,mel
540,576,mel
576,602,harm
662,676,harm
676,702,mel
702,712,mel
712,725,rhythm
726,736,mel
736,745,rhythm+harm
746,752,mel
752,766,rhythm+harm
836,852,mel
852,882,harm
884,904,mel
904,918,rhythm+harm
929,933,rhythm
953,957,rhythm
1006,1020,mel
1022,1028,mel
1030,1036,harm
1038,1044,mel
1046,1052,harm
1054,1064,mel
1064,1080,rhythm+harm
1080,1086,mel
1088,1136,mel+harm
1136,1154,harm
1154,1166,mel
1168,1204,mel
1204,1230,harm
1318,1372,mel+harm
1382,1392,mel+harm
1406,1412,mel+harm
1426,1432,mel+harm
1442,1458,harm
1466,1490,harm
1492,1502,rhythm
1532,1548,harm
1548,1554,rhythm+harm
1558,1596,harm
1598,1628,rhythm
1630,1636,rhythm
1636,1674,harm
1676,1696,mel
1696,1710,rhythm
1721,1725,rhythm
1749,1756,mel
1798,1844,mel+harm
1846,1856,mel
1856,1872,rhythm+harm
1872,1878,mel
1880,1936,rhythm+harm
1936,1962,mel
1964,2000,mel
2000,2012,mel
2012,2026,harm
2114,2168,mel+harm
2178,2188,mel+harm
2202,2208,mel+harm
2222,2228,mel+harm
2238,2254,harm
2262,2286,harm
2288,2298,rhythm
2328,2344,harm
2344,2350,rhythm+harm
2354,2392,harm
2394,2424,rhythm
2426,2432,rhythm
2432,2470,harm
2472,2492,mel
2492,2506,rhythm
2517,2521,rhythm
2545,2552,mel
2594,2640,mel+harm
2642,2652,mel
2652,2668,rhythm+harm
2668,2674,mel
2676,2732,rhythm+harm
2732,2758,mel
2760,2796,mel
2796,2808,mel
2808,2822,harm
2848,2858,mel
2924,2972,mel+harm
2974,3000,mel
3004,3028,mel+harm
3028,3053,mel
3054,3066,mel
3066,3078,rhythm
3078,3088,mel
3088,3114,rhythm+harm
