onset,offset,role
52,60,harm
152,156,rhythm+harm
200,213,harm
232,245,rhythm+harm
266,270,harm
274,286,mel
286,288,harm
288,290,mel
290,304,harm
354,399,harm
514,592,rthythm
592,634,harm
664,665,harm
679,681,mel+harm
682,697,rhythm+harm
698,703,mel+harm
722,728,rhythm+harm
736,737,harm
754,760,rhythm+harm
779,812,harm
843,858,mel+harm
859,866,rhythm+harm
880,884,harm
888,906,harm
906,924,rthythm
936,988,rthythm
988,992,harm
992,999,rthythm
999,1016,rhythm+harm
1016,1028,mel+harm
1028,1055,rhythm+harm
1055,1092,rthythm
1096,1101,harm
1101,1224,rhythm+harm
1224,1240,rthythm
1244,1337,rhythm+harm
1404,1420,mel
