onset,offset,role
264,278,mel+harm
278,282,mel
286,330,harm
414,430,harm
450,462,harm
540,605,harm
664,665,harm
680,681,mel
696,704,rhythm+harm
716,720,rhythm+harm
732,736,rhythm+harm
748,760,rhythm+harm
779,804,harm
804,812,mel
827,844,mel
843,858,mel+harm
858,876,rhythm+harm
880,938,rhythm+harm
936,966,rthythm
966,992,harm
992,999,rhythm+harm
999,1001,mel+harm
1003,1004,rhythm+harm
1004,1005,mel+harm
1006,1016,rhythm+harm
1060,1071,harm
1071,1089,mel+harm
1089,1101,harm
1160,1212,mel+harm
1264,1298,rhythm+harm
1364,1380,mel
1420,1436,mel
