onset,offset,role
3,45,mel
55,59,harm
109,112,rhythm+harm
166,170,harm
182,186,mel
196,210,mel
228,235,harm
235,243,mel
243,245,harm
252,260,rhythm+harm
260,273,harm
273,286,mel
286,288,harm
288,290,mel
290,315,harm
354,399,harm
402,418,mel
434,450,mel
450,466,harm
466,482,mel
478,502,harm
502,514,mel
520,589,rthythm
589,634,harm
636,654,mel
662,680,mel
680,692,rthythm
696,703,harm
727,733,rthythm
742,744,harm
751,780,mel+harm
780,810,mel
810,820,rthythm
843,859,mel+harm
859,876,rhythm+harm
876,905,harm
906,913,rthythm
980,1002,mel+harm
1003,1004,rhythm+harm
1004,1006,mel+harm
1007,1016,rhythm+harm
1016,1028,mel+harm
1028,1059,rhythm+harm
1059,1071,harm
1071,1089,rhythm+harm
1089,1212,rthythm
1212,1224,mel+harm
1224,1264,rthythm
1264,1290,rhythm+harm
1298,1306,mel+harm
1306,1324,rthythm
1324,1362,rhythm+harm
1380,1408,rhythm+harm
