onset,offset,role
28,32,rhythm+harm
32,36,harm
36,100,mel
132,164,rhythm+harm
164,172,rhythm
172,196,rhythm+harm
212,240,rhythm+harm
332,340,harm
340,348,harm
364,396,harm
412,418,harm
418,420,rhythm
420,436,harm
436,444,rhythm
444,452,harm
452,469,harm
524,541,mel
556,572,mel
572,576,harm
580,584,harm
588,604,harm
604,605,rhythm+harm
652,669,harm
671,700,rhythm
708,724,rhythm
724,732,harm
732,748,rhythm
756,772,mel
780,788,rhythm+harm
788,796,harm
796,812,rhythm
812,836,harm
836,852,rhythm+harm
1077,1080,mel
1080,1096,harm
1096,1120,harm
1120,1145,rhythm
1145,1152,rhythm
1152,1168,harm
1168,1192,rhythm+harm
1192,1216,rhythm+harm
1216,1233,harm
1312,1320,rhythm+harm
1320,1328,harm
1328,1344,mel
1344,1356,rhythm
1356,1373,rhythm
1376,1392,rhythm
