onset,offset,role
28,40.0,mel
36,100.0,rhythm+harm
131,172.0,mel
172,196.0,rhythm+harm
196,212.0,mel
212,236.0,rhythm+harm
236,244.0,rhythm
244,256.0,rhythm
256,264.0,harm
310,320.0,mel
356,364.0,mel+harm
364,396.0,mel
396,412.0,mel
412,420.0,mel
436,452.0,mel
452,469.0,harm
510,524.0,mel
524,541.0,harm
542,556.0,mel
556,573.0,harm
576,580.0,rhythm
584,588.0,rhythm
592,596.0,rhythm
600,605.0,rhythm
620,636.0,mel
636,642.0,harm
644,660.0,mel
660,666.0,harm
668,680.0,mel
684,700.0,rhythm
700,708.0,harm
708,724.0,rhythm
724,732.0,harm
732,756.0,mel+rhythm
756,772.0,harm
772,780.0,rhythm+harm
780,788.0,rhythm+harm
788,796.0,harm
796,812.0,rhythm
812,836.0,harm
836,852.0,rhythm+harm
915,919.0,mel
931,935.0,mel
943,947.0,mel
947,949.0,mel
955,964.0,mel
968,1000.0,mel
1000,1032.0,mel
1032,1048.0,mel
1048,1052.0,rhythm
1052,1056.0,harm
1056,1060.0,rhythm
1060,1065.0,harm
1072,1076.5,mel
1096,1120.0,harm
1120,1144.0,rhythm
1144,1152.0,rhythm
1152,1168.0,harm
1168,1184.0,rhythm+harm
1184,1192.0,mel+rhythm
1192,1216.0,rhythm+harm
1216,1225.0,harm
1255,1257.0,rhythm
1304,1328.0,mel
1328,1344.0,harm
1344,1356.0,mel+rhythm
1356,1373.0,rhythm
1376,1392.0,rhythm
