onset,offset,midi_number,pitch_name,duration,staff,measure,beat_in_measure,instrument
12.0,12.333333333333334,61,C#4,0.3333333333333333,0,4,1.0,violoncello1
12.333333333333334,12.666666666666668,62,D4,0.3333333333333333,0,4,1.3333333333333333,violoncello1
12.666666666666666,13.0,63,D#4,0.3333333333333333,0,4,1.6666666666666667,violoncello1
13.0,13.333333333333334,64,E4,0.3333333333333333,0,4,2.0,violoncello1
13.333333333333334,13.666666666666668,60,C4,0.3333333333333333,0,4,2.333333333333333,violoncello1
13.666666666666666,14.0,59,B3,0.3333333333333333,0,4,2.6666666666666665,violoncello1
28.0,28.33333333333333,61,C#4,0.3333333333333333,0,8,1.0,violoncello1
28.33333333333333,28.666666666666664,62,D4,0.3333333333333333,0,8,1.3333333333333333,violoncello1
28.666666666666668,29.0,63,D#4,0.3333333333333333,0,8,1.6666666666666667,violoncello1
29.0,29.33333333333333,64,E4,0.3333333333333333,0,8,2.0,violoncello1
29.33333333333333,29.666666666666664,60,C4,0.3333333333333333,0,8,2.333333333333333,violoncello1
29.666666666666668,30.0,59,B3,0.3333333333333333,0,8,2.6666666666666665,violoncello1
46.0,46.5,54,F#3,0.5,0,12,3.0,violoncello1
46.5,47.0,48,C3,0.5,0,12,3.5,violoncello1
47.0,47.5,55,G3,0.5,0,12,4.0,violoncello1
47.5,48.0,51,E-3,0.5,0,12,4.5,violoncello1
48.0,48.5,48,C3,0.5,0,13,1.0,violoncello1
70.0,70.33333333333333,48,C3,0.3333333333333333,0,18,3.0,violoncello1
71.0,71.33333333333333,48,C3,0.3333333333333333,0,18,4.0,violoncello1
72.0,72.33333333333333,47,B2,0.3333333333333333,0,19,1.0,violoncello1
73.0,73.33333333333333,59,B3,0.3333333333333333,0,19,2.0,violoncello1
75.0,75.33333333333333,59,B3,0.3333333333333333,0,19,4.0,violoncello1
81.0,81.33333333333333,59,B3,0.3333333333333333,0,21,2.0,violoncello1
83.0,83.33333333333333,59,B3,0.3333333333333333,0,21,4.0,violoncello1
85.0,85.33333333333333,59,B3,0.3333333333333333,0,22,2.0,violoncello1
87.0,87.33333333333333,59,B3,0.3333333333333333,0,22,4.0,violoncello1
89.0,89.33333333333333,59,B3,0.3333333333333333,0,23,2.0,violoncello1
91.0,91.33333333333331,59,B3,0.3333333333333333,0,23,4.0,violoncello1
93.0,93.33333333333331,59,B3,0.3333333333333333,0,24,2.0,violoncello1
95.0,95.33333333333331,59,B3,0.3333333333333333,0,24,4.0,violoncello1
97.0,97.33333333333331,59,B3,0.3333333333333333,0,25,2.0,violoncello1
99.0,99.33333333333331,59,B3,0.3333333333333333,0,25,4.0,violoncello1
101.0,101.33333333333331,59,B3,0.3333333333333333,0,26,2.0,violoncello1
105.0,105.33333333333331,57,A3,0.3333333333333333,0,27,2.0,violoncello1
107.0,107.33333333333331,57,A3,0.3333333333333333,0,27,4.0,violoncello1
109.0,109.33333333333331,57,A3,0.3333333333333333,0,28,2.0,violoncello1
111.0,111.33333333333331,57,A3,0.3333333333333333,0,28,4.0,violoncello1
113.0,113.33333333333331,57,A3,0.3333333333333333,0,29,2.0,violoncello1
115.0,115.33333333333331,57,A3,0.3333333333333333,0,29,4.0,violoncello1
117.0,117.33333333333331,57,A3,0.3333333333333333,0,30,2.0,violoncello1
119.0,119.33333333333331,57,A3,0.3333333333333333,0,30,4.0,violoncello1
130.0,130.33333333333334,52,E3,0.3333333333333333,0,33,3.0,violoncello1
130.33333333333334,130.66666666666669,54,F#3,0.3333333333333333,0,33,3.333333333333333,violoncello1
130.66666666666666,131.0,56,G#3,0.3333333333333333,0,33,3.6666666666666665,violoncello1
131.0,131.33333333333334,58,A#3,0.3333333333333333,0,33,4.0,violoncello1
134.0,134.33333333333334,52,E3,0.3333333333333333,0,34,3.0,violoncello1
134.33333333333334,134.66666666666669,54,F#3,0.3333333333333333,0,34,3.333333333333333,violoncello1
134.66666666666666,135.0,56,G#3,0.3333333333333333,0,34,3.6666666666666665,violoncello1
135.0,135.33333333333334,58,A#3,0.3333333333333333,0,34,4.0,violoncello1
138.0,138.33333333333334,57,A3,0.3333333333333333,0,35,3.0,violoncello1
139.0,139.33333333333334,62,D4,0.3333333333333333,0,35,4.0,violoncello1
144.0,144.5,67,G4,0.5,0,37,1.0,violoncello1
145.0,145.5,62,D4,0.5,0,37,2.0,violoncello1
146.0,146.5,57,A3,0.5,0,37,3.0,violoncello1
147.0,147.5,52,E3,0.5,0,37,4.0,violoncello1
148.0,148.5,57,A3,0.5,0,38,1.0,violoncello1
149.0,149.5,62,D4,0.5,0,38,2.0,violoncello1
150.0,150.5,59,B3,0.5,0,38,3.0,violoncello1
151.0,151.5,50,D3,0.5,0,38,4.0,violoncello1
151.5,152.0,52,E3,0.5,0,38,4.5,violoncello1
152.0,152.5,54,F#3,0.5,0,39,1.0,violoncello1
152.5,153.0,55,G3,0.5,0,39,1.5,violoncello1
153.0,153.5,57,A3,0.5,0,39,2.0,violoncello1
153.5,154.0,59,B3,0.5,0,39,2.5,violoncello1
154.0,154.5,60,C4,0.5,0,39,3.0,violoncello1
155.0,155.5,59,B3,0.5,0,39,4.0,violoncello1
155.5,156.0,57,A3,0.5,0,39,4.5,violoncello1
156.0,156.33333333333334,62,D4,0.3333333333333333,0,40,1.0,violoncello1
158.0,158.33333333333334,64,E4,0.3333333333333333,0,40,3.0,violoncello1
158.33333333333334,158.66666666666669,62,D4,0.3333333333333333,0,40,3.333333333333333,violoncello1
158.66666666666666,159.0,60,C4,0.3333333333333333,0,40,3.6666666666666665,violoncello1
159.0,159.33333333333334,59,B3,0.3333333333333333,0,40,4.0,violoncello1
159.33333333333334,159.66666666666669,57,A3,0.3333333333333333,0,40,4.333333333333333,violoncello1
159.66666666666666,160.0,55,G3,0.3333333333333333,0,40,4.666666666666667,violoncello1
160.0,160.33333333333334,59,B3,0.3333333333333333,0,41,1.0,violoncello1
160.33333333333334,160.66666666666669,55,G3,0.3333333333333333,0,41,1.3333333333333333,violoncello1
160.66666666666666,161.0,59,B3,0.3333333333333333,0,41,1.6666666666666667,violoncello1
161.0,161.33333333333334,57,A3,0.3333333333333333,0,41,2.0,violoncello1
161.33333333333334,161.66666666666669,56,G#3,0.3333333333333333,0,41,2.333333333333333,violoncello1
161.66666666666666,162.0,57,A3,0.3333333333333333,0,41,2.6666666666666665,violoncello1
162.0,162.33333333333334,60,C4,0.3333333333333333,0,41,3.0,violoncello1
162.33333333333334,162.66666666666669,57,A3,0.3333333333333333,0,41,3.333333333333333,violoncello1
162.66666666666666,163.0,60,C4,0.3333333333333333,0,41,3.6666666666666665,violoncello1
163.0,163.33333333333334,59,B3,0.3333333333333333,0,41,4.0,violoncello1
163.33333333333334,163.66666666666669,58,A#3,0.3333333333333333,0,41,4.333333333333333,violoncello1
163.66666666666666,164.0,59,B3,0.3333333333333333,0,41,4.666666666666667,violoncello1
164.0,164.33333333333334,60,C4,0.3333333333333333,0,42,1.0,violoncello1
164.33333333333334,164.66666666666669,62,D4,0.3333333333333333,0,42,1.3333333333333333,violoncello1
164.66666666666666,165.0,64,E4,0.3333333333333333,0,42,1.6666666666666667,violoncello1
165.0,165.33333333333334,66,F#4,0.3333333333333333,0,42,2.0,violoncello1
165.33333333333334,165.66666666666669,64,E4,0.3333333333333333,0,42,2.333333333333333,violoncello1
165.66666666666666,166.0,62,D4,0.3333333333333333,0,42,2.6666666666666665,violoncello1
166.0,166.33333333333334,64,E4,0.3333333333333333,0,42,3.0,violoncello1
166.33333333333334,166.66666666666669,66,F#4,0.3333333333333333,0,42,3.333333333333333,violoncello1
166.66666666666666,167.0,67,G4,0.3333333333333333,0,42,3.6666666666666665,violoncello1
167.0,167.33333333333334,66,F#4,0.3333333333333333,0,42,4.0,violoncello1
167.33333333333334,167.66666666666669,67,G4,0.3333333333333333,0,42,4.333333333333333,violoncello1
167.66666666666666,168.0,69,A4,0.3333333333333333,0,42,4.666666666666667,violoncello1
174.0,174.33333333333334,64,E4,0.3333333333333333,0,44,3.0,violoncello1
174.33333333333334,174.66666666666669,62,D4,0.3333333333333333,0,44,3.333333333333333,violoncello1
174.66666666666666,175.0,60,C4,0.3333333333333333,0,44,3.6666666666666665,violoncello1
175.0,175.33333333333334,59,B3,0.3333333333333333,0,44,4.0,violoncello1
175.33333333333334,175.66666666666669,57,A3,0.3333333333333333,0,44,4.333333333333333,violoncello1
175.66666666666666,176.0,55,G3,0.3333333333333333,0,44,4.666666666666667,violoncello1
180.0,180.33333333333331,51,E-3,0.3333333333333333,0,46,1.0,violoncello1
180.33333333333331,180.66666666666669,53,F3,0.3333333333333333,0,46,1.3333333333333333,violoncello1
180.66666666666663,181.0,51,E-3,0.3333333333333333,0,46,1.6666666666666667,violoncello1
181.0,181.33333333333331,53,F3,0.3333333333333333,0,46,2.0,violoncello1
181.33333333333331,181.66666666666669,55,G3,0.3333333333333333,0,46,2.333333333333333,violoncello1
181.66666666666663,182.0,53,F3,0.3333333333333333,0,46,2.6666666666666665,violoncello1
182.0,182.33333333333331,55,G3,0.3333333333333333,0,46,3.0,violoncello1
182.33333333333331,182.66666666666669,58,B-3,0.3333333333333333,0,46,3.333333333333333,violoncello1
182.66666666666663,183.0,55,G3,0.3333333333333333,0,46,3.6666666666666665,violoncello1
183.0,183.33333333333331,58,B-3,0.3333333333333333,0,46,4.0,violoncello1
183.33333333333331,183.66666666666669,60,C4,0.3333333333333333,0,46,4.333333333333333,violoncello1
183.66666666666663,184.0,58,B-3,0.3333333333333333,0,46,4.666666666666667,violoncello1
184.0,184.33333333333331,63,E-4,0.3333333333333333,0,47,1.0,violoncello1
186.0,186.33333333333331,55,G3,0.3333333333333333,0,47,3.0,violoncello1
186.33333333333331,186.66666666666669,56,A-3,0.3333333333333333,0,47,3.333333333333333,violoncello1
186.66666666666663,187.0,58,B-3,0.3333333333333333,0,47,3.6666666666666665,violoncello1
187.0,187.33333333333331,60,C4,0.3333333333333333,0,47,4.0,violoncello1
187.33333333333331,187.66666666666669,58,B-3,0.3333333333333333,0,47,4.333333333333333,violoncello1
187.66666666666663,188.0,56,A-3,0.3333333333333333,0,47,4.666666666666667,violoncello1
188.0,188.33333333333331,55,G3,0.3333333333333333,0,48,1.0,violoncello1
190.0,190.33333333333331,43,G2,0.3333333333333333,0,48,3.0,violoncello1
190.33333333333331,190.66666666666669,44,A-2,0.3333333333333333,0,48,3.333333333333333,violoncello1
190.66666666666663,191.0,45,A2,0.3333333333333333,0,48,3.6666666666666665,violoncello1
191.0,191.33333333333331,46,B-2,0.3333333333333333,0,48,4.0,violoncello1
191.33333333333331,191.66666666666669,44,A-2,0.3333333333333333,0,48,4.333333333333333,violoncello1
