Onset,Offset,MIDI_number,Pitch_ame,Duration,Staff,Measure,Beat_in_measure,Instrument_name,Instrument_abbr
200.0,200.5,59,B3,0.5,0,51,1.0,Violoncellos,Str
1213/6,202.66666666666666,51,D#3,0.5,0,51,22/9,Violoncellos,Str
608/3,203.16666666666666,52,E3,0.5,0,51,25/9,Violoncellos,Str
1219/6,203.66666666666666,54,F#3,0.5,0,51,28/9,Violoncellos,Str
611/3,204.16666666666666,56,G#3,0.5,0,51,31/9,Violoncellos,Str
1225/6,204.66666666666666,54,F#3,0.5,0,51,34/9,Violoncellos,Str
614/3,205.16666666666666,52,E3,0.5,0,51,37/9,Violoncellos,Str
1231/6,205.66666666666666,51,D#3,0.5,0,52,16/9,Violoncellos,Str
622/3,207.83333333333334,46,A#2,0.5,0,52,3.0,Violoncellos,Str
1247/6,208.33333333333334,47,B2,0.5,0,52,10/3,Violoncellos,Str
625/3,208.83333333333334,49,C#3,0.5,0,52,11/3,Violoncellos,Str
1253/6,209.33333333333334,47,B2,0.5,0,52,4.0,Violoncellos,Str
628/3,209.83333333333334,46,A#2,0.5,0,52,13/3,Violoncellos,Str
1259/6,210.33333333333334,44,G#2,0.5,0,52,14/3,Violoncellos,Str
631/3,210.83333333333334,51,D#3,0.5,0,53,1.0,Violoncellos,Str
1265/6,211.33333333333334,47,B2,0.5,0,53,4/3,Violoncellos,Str
634/3,211.83333333333334,51,D#3,0.5,0,53,5/3,Violoncellos,Str
1271/6,212.33333333333334,47,B2,0.5,0,53,2.0,Violoncellos,Str
637/3,212.83333333333334,51,D#3,0.5,0,53,7/3,Violoncellos,Str
1277/6,213.33333333333334,47,B2,0.5,0,53,8/3,Violoncellos,Str
640/3,213.83333333333334,52,E3,0.5,0,53,3.0,Violoncellos,Str
1283/6,214.33333333333334,49,C#3,0.5,0,53,10/3,Violoncellos,Str
643/3,214.83333333333334,52,E3,0.5,0,53,11/3,Violoncellos,Str
1289/6,215.33333333333334,49,C#3,0.5,0,53,4.0,Violoncellos,Str
646/3,215.83333333333334,52,E3,0.5,0,53,13/3,Violoncellos,Str
1295/6,216.33333333333334,49,C#3,0.5,0,53,14/3,Violoncellos,Str
649/3,216.83333333333334,54,F#3,0.5,0,54,1.0,Violoncellos,Str
1301/6,217.33333333333334,51,D#3,0.5,0,54,4/3,Violoncellos,Str
652/3,217.83333333333334,54,F#3,0.5,0,54,5/3,Violoncellos,Str
1307/6,218.33333333333334,51,D#3,0.5,0,54,2.0,Violoncellos,Str
655/3,218.83333333333334,54,F#3,0.5,0,54,7/3,Violoncellos,Str
1313/6,219.33333333333334,51,D#3,0.5,0,54,8/3,Violoncellos,Str
658/3,219.83333333333334,58,A#3,0.5,0,54,3.0,Violoncellos,Str
1319/6,220.33333333333334,52,E3,0.5,0,54,10/3,Violoncellos,Str
661/3,220.83333333333334,58,A#3,0.5,0,54,11/3,Violoncellos,Str
1325/6,221.33333333333334,52,E3,0.5,0,54,4.0,Violoncellos,Str
664/3,221.83333333333334,58,A#3,0.5,0,54,13/3,Violoncellos,Str
1331/6,222.33333333333334,52,E3,0.5,0,54,14/3,Violoncellos,Str
667/3,222.83333333333334,59,B3,0.5,0,55,1.0,Violoncellos,Str
1337/6,223.33333333333334,54,F#3,0.5,0,55,4/3,Violoncellos,Str
670/3,223.83333333333334,59,B3,0.5,0,55,5/3,Violoncellos,Str
1343/6,224.33333333333334,54,F#3,0.5,0,55,2.0,Violoncellos,Str
673/3,224.83333333333334,59,B3,0.5,0,55,7/3,Violoncellos,Str
1349/6,225.33333333333334,54,F#3,0.5,0,55,8/3,Violoncellos,Str
676/3,225.83333333333334,56,G#3,0.5,0,55,3.0,Violoncellos,Str
1355/6,226.33333333333334,54,F#3,0.5,0,55,10/3,Violoncellos,Str
679/3,226.83333333333334,56,G#3,0.5,0,55,11/3,Violoncellos,Str
1361/6,227.33333333333334,54,F#3,0.5,0,55,4.0,Violoncellos,Str
682/3,227.83333333333334,56,G#3,0.5,0,55,13/3,Violoncellos,Str
1367/6,228.33333333333334,54,F#3,0.5,0,55,14/3,Violoncellos,Str
685/3,228.83333333333334,54,F#3,0.5,0,56,1.0,Violoncellos,Str
1373/6,229.33333333333334,51,D#3,0.5,0,56,4/3,Violoncellos,Str
688/3,229.83333333333334,54,F#3,0.5,0,56,5/3,Violoncellos,Str
1379/6,230.33333333333334,51,D#3,0.5,0,56,2.0,Violoncellos,Str
691/3,230.83333333333334,54,F#3,0.5,0,56,7/3,Violoncellos,Str
1385/6,231.33333333333334,51,D#3,0.5,0,56,8/3,Violoncellos,Str
694/3,231.83333333333334,58,A#3,0.5,0,56,3.0,Violoncellos,Str
1391/6,232.33333333333334,52,E3,0.5,0,56,10/3,Violoncellos,Str
697/3,232.83333333333334,58,A#3,0.5,0,56,11/3,Violoncellos,Str
1397/6,233.33333333333334,52,E3,0.5,0,56,4.0,Violoncellos,Str
700/3,233.83333333333334,58,A#3,0.5,0,56,13/3,Violoncellos,Str
1403/6,234.33333333333334,52,E3,0.5,0,56,14/3,Violoncellos,Str
703/3,234.83333333333334,51,D#3,0.5,0,57,1.0,Violoncellos,Str
1409/6,235.33333333333334,47,B2,0.5,0,57,4/3,Violoncellos,Str
706/3,235.83333333333334,51,D#3,0.5,0,57,5/3,Violoncellos,Str
1415/6,236.33333333333334,47,B2,0.5,0,57,2.0,Violoncellos,Str
709/3,236.83333333333334,51,D#3,0.5,0,57,7/3,Violoncellos,Str
1421/6,237.33333333333334,47,B2,0.5,0,57,8/3,Violoncellos,Str
712/3,237.83333333333334,52,E3,0.5,0,57,3.0,Violoncellos,Str
1427/6,238.33333333333334,49,C#3,0.5,0,57,10/3,Violoncellos,Str
